Texto,Sesgo,Tweet_procesado
@adrimoeg bienvenido de arriba sánchez jajaaa ,0,"['bienvenido', 'arriba', 'sánchez', 'jajaaa']"
@elspeaker la vida nos lleva por caminos inextricables jajaja me alegro de que te haya molado el programa de hoy ,0,"['vida', 'lleva', 'caminos', 'inextricables', 'jajaja', 'alegro', 'molado', 'programa', 'hoy']"
@tengo_mas_razon mi país el primer tema que escuche de nach ,0,"['país', 'primer', 'tema', 'escuche', 'nach']"
mi tío me contó que iba en el metro bus y que un cabron dijo por teléfono que se hubiera agarrado la pantalla en lugar de la licuadora,0,"['tío', 'contó', 'iba', 'metro', 'bus', 'cabron', 'dijo', 'teléfono', 'agarrado', 'pantalla', 'lugar', 'licuadora']"
durmiendo tan rico y sólo me hablan para chingar.... y dicen q yo soy el q tiene una vida de mierda y bla bla bla,0,"['durmiendo', 'tan', 'rico', 'sólo', 'hablan', 'chingar', 'dicen', 'q', 'q', 'vida', 'mierda', 'bla', 'bla', 'bla']"
@juliarguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ,0,"['puse', 'acto', 'seguido', 'quite', 'capaz', 'desbloquear', 'móvil', 'ajjajajja']"
"@juanjok mira q me gustaría, juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",0,"['mira', 'q', 'gustaría', 'juan', 'hablar', 'contigo', 'emoticonos', 'visto', 'ntros', 'móviles', 'compatibles']"
"noemi duerme y yo estoy abandonada, hacedme caso ",0,"['noemi', 'duerme', 'abandonada', 'hacedme', 'caso']"
"@slaveofjavier, experto en hacer reencuentros inolvidables since 1994 ",0,"['experto', 'hacer', 'reencuentros', 'inolvidables', 'since']"
"desde que tengo uso de razón todos mis fin de año han sido en casa de mi abuelita, este año será distinto y triste, te extraño tanto abu",0,"['uso', 'razón', 'fin', 'año', 'sido', 'casa', 'abuelita', 'año', 'distinto', 'triste', 'extraño', 'abu']"
@mariobautistamb @mariobautista_ te amo un buen,0,"['amo', 'buen']"
@maryansoy para el frio la solucion es hacer lo que dice esta frase sabado sabadete camisa nueva y .... ,0,"['frio', 'solucion', 'hacer', 'dice', 'frase', 'sabado', 'sabadete', 'camisa', 'nueva']"
"q lindo q 1 vieja maquillada 5 tonos + claro, q c cree asiática y q comparte memes horribles, piense q es mejor que yo en cualquier cosa",1,"['q', 'lindo', 'q', 'vieja', 'maquillada', 'tonos', 'claro', 'q', 'c', 'cree', 'asiática', 'q', 'comparte', 'meme', 'horribles', 'piense', 'q', 'mejor', 'cualquier', 'cosa']"
hoy es el cumpleaños de lo más molón de la hoya ¡felicitad todos a la bonica y maja de @irleseva! ,0,"['hoy', 'cumpleaños', 'molón', 'hoya', 'felicitad', 'bonica', 'maja']"
q los gp de la caixa (y otros) manipulen el ibex es una bendició gracias a ellos podemos arrañar alg son auténticos pardillos ,0,"['q', 'gp', 'caixa', 'manipulen', 'ibex', 'bendició', 'gracias', 'podemos', 'arrañar', 'alg', 'auténticos', 'pardillos']"
que lindos recuerditos al mirar nuestras fotos de un 3 de enero 2016 conviviendo ella con mi familia. hoy hace un año.,0,"['lindos', 'recuerditos', 'mirar', 'fotos', 'enero', 'conviviendo', 'familia', 'hoy', 'hace', 'año']"
@claranyannyan y lo bonitas que las tienes? ,1,['bonitas']
"buenos días. lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina #buenosdias",0,"['buenos', 'días', 'lunes', 'duro', 'vuelta', 'trabajo', 'calor', 'metro', 'madrugones', 'rutina']"
"oye niña, qué no te buscan en tu casa? no tienes ni mayor de edad. yo llego 30 min después de la hr acordada y me súper regañan.",1,"['oye', 'niña', 'buscan', 'casa', 'mayor', 'edad', 'llego', 'min', 'después', 'hr', 'acordada', 'súper', 'regañan']"
still falling for you es genial omg aunque ver la cara de ellie con todos los retoques botoxiles me entristece ,0,"['still', 'falling', 'for', 'you', 'genial', 'omg', 'aunque', 'ver', 'cara', 'ellie', 'retoques', 'botoxiles', 'entristece']"
"cuidando a mi enfermita, hoy no se trabaja dice ella y esta perfecto día de camita! yo malita tu malita chin me toco ser la enfermera!",1,"['cuidando', 'enfermita', 'hoy', 'trabaja', 'dice', 'perfecto', 'día', 'camita', 'malita', 'malita', 'chin', 'toco', 'ser', 'enfermera']"
@llillitto @carreracsic @trofeojose_cano @correporsiria @mediodemadrid @mitinatletismo @nortevssur1 gracias  me lo paso genial haciéndolo!,0,"['gracias', 'paso', 'genial', 'haciéndolo']"
hay alguien apuntando a mi ventana con un laser define pesadito ,0,"['alguien', 'apuntando', 'ventana', 'laser', 'define', 'pesadito']"
ando bien adolorido de mi espalda,0,"['ando', 'bien', 'adolorido', 'espalda']"
uju!!! a estas tempranas horas de la noche ya sólo me falta leer como 70 mensajes de whats que chido que me gusta leer verdad!! (n.n)!,0,"['uju', 'tempranas', 'horas', 'noche', 'sólo', 'falta', 'leer', 'mensajes', 'whats', 'chido', 'gusta', 'leer', 'verdad', 'nn']"
son las 2 de la tarde y apenas me di cuenta que no traigo nada del kit para año nuevo .. ni siquiera el bóxer rojo.,0,"['tarde', 'apenas', 'di', 'cuenta', 'traigo', 'kit', 'año', 'nuevo', 'siquiera', 'bóxer', 'rojo']"
@rubenlinoman como todo! es un jugón! no quiero que lo fichéis. es el peor día de mi vida ,0,"['jugón', 'quiero', 'fichéis', 'peor', 'día', 'vida']"
estoy comenzando la última temporada de himym,0,"['comenzando', 'última', 'temporada', 'himym']"
"@nkhrapblaq bueno, yo voy por la mañana a madrid pero intentaré ir o si no nos vemos en la cola que fijo me pasaré ",0,"['bueno', 'voy', 'mañana', 'madrid', 'intentaré', 'ir', 'si', 'vemos', 'cola', 'fijo', 'pasaré']"
@goetha jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #tonyysorayaenmalaga,0,"['jajaja', 'ahí', 'gusto', 'diferentes', 'así', 'tb', 'puede', 'hablar']"
"@crimsonghost__ tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres ",1,"['tio', 'entonces', 'piensas', 'mosca', 'insulto', 'creo', 'irrespetuoso', 'pobres']"
"qué depresión me entra, de seguro gana gente que solo dio rt porque sí, por probar suerte y no verdaderos fans ",0,"['depresión', 'entra', 'seguro', 'gana', 'gente', 'solo', 'dio', 'rt', 'probar', 'suerte', 'verdaderos', 'fan']"
@greenparadise_ siiiiii tío  el viernes te invito a una litro jurao,0,"['siiiiii', 'tío', 'viernes', 'invito', 'litro', 'jurao']"
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad espero que puedan reprogramarlo muy pronto,0,"['bien', 'preparada', 'ir', 'verte', 'hoy', 'primero', 'seguridad', 'espero', 'puedan', 'reprogramarlo', 'pronto']"
"@estarc62 no podía dormir y prendí la compu a las 4am y no sé como ngaos di con tu testimonio mariano, escuché la misma voz q tú,gracias",0,"['podía', 'dormir', 'prendí', 'compu', 'am', 'sé', 'ngaos', 'di', 'testimonio', 'mariano', 'escuché', 'misma', 'voz', 'q', 'túgracias']"
vale he visto la tia bebiendose su regla y me hs dado muchs grima ,1,"['vale', 'visto', 'tia', 'bebiendose', 'regla', 'h', 'dado', 'much', 'grima']"
llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante,0,"['llegan', 'tiempos', 'difíciles', 'único', 'queda', 'afrontarlos', 'seguir', 'adelante']"
"@manuelortegama4 se llama wolf, es la mascota #sesalen en apoyo a los deportistas paralímpicos más inf https://t.co/kql89udr3h",0,"['llama', 'wolf', 'mascota', 'apoyo', 'deportistas', 'paralímpicos', 'inf']"
"@liliemayen es en marzo, ¿no? es que voy a ir con mi novia",0,"['marzo', 'voy', 'ir', 'novia']"
"@arissima yyyy gracias, te vamos regalar una playera",0,"['yyyy', 'gracias', 'vamos', 'regalar', 'playera']"
"@satu_9r @laf1es no, pero dejarte la piel, ir 7º y descartar los puntos sí. lee el text carlos nos lo explicó muy clarito ",0,"['dejarte', 'piel', 'ir', 'º', 'descartar', 'puntos', 'lee', 'text', 'carlos', 'explicó', 'clarito']"
para que me robaran 4 millones de pesos como en la casa de andrés garcía me tendrían que robar la casa con todo y casa y ni así,0,"['robaran', 'millones', 'peso', 'casa', 'andrés', 'garcía', 'robar', 'casa', 'casa', 'así']"
"@soytanninabien jaja, estás aburrida!? mejor cuéntanos otro cuento",1,"['jaja', 'aburrida', 'mejor', 'cuéntanos', 'cuento']"
"@raticorns pasé algo similar, el regalo genial (una de esas cosas donde pones tu cel y se ve 3d) pero mi cel es viejísimo y no funciona",0,"['pasé', 'similar', 'regalo', 'genial', 'cosas', 'pone', 'cel', 've', 'd', 'cel', 'viejísimo', 'funciona']"
me habría gustado hacer alguna de las de los targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ,0,"['gustado', 'hacer', 'alguna', 'targaryen', 'paradero', 'desconocido', 'pueh', 'imagenes', 'buenas']"
@zexioning al revés  si quiero hacer cosas me quedo en cada a ver la peli ejem.,0,"['revés', 'si', 'quiero', 'hacer', 'cosas', 'quedo', 'cada', 'ver', 'peli', 'ejem']"
@thelordofkai por eso he dicho casi como método sutil de aproximación ,0,"['dicho', 'casi', 'método', 'sutil', 'aproximación']"
@ivanmiguez_ lol miguez tu eres guapo no le hagas ni caso no ves que es vasca y alli no se folla pero no es culpa tuya ,1,"['lol', 'miguez', 'guapo', 'hagas', 'caso', 'f', 'vasca', 'alli', 'folla', 'culpa']"
he salido de casa sin ir al baño y me estoy meando como una persona mayor ,0,"['salido', 'casa', 'ir', 'baño', 'meando', 'persona', 'mayor']"
"@letinneverlxnd se nos queda pequeña, sólo 300 de aforo ",0,"['queda', 'pequeña', 'sólo', 'aforo']"
@alex_yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,0,"['parece', 'entretenida', 'ojala', 'oudiese', 'acceder', 'comunidades', 'inglesas']"
@mamiauryner1 espero sobretodo tenerla con mi niño  jajajaja. gracias guapa,0,"['espero', 'sobretodo', 'tenerla', 'niño', 'jajajaja', 'gracias', 'guapa']"
me pongo al día con re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. esto no se hace eh ,0,"['pongo', 'día', 'rezero', 'do', 'días', 'medio', 'ahora', 'dejan', 'semana', 'intrigado', 'final', 'capitulo', 'hace', 'eh']"
@futbolero93 solo recuerda que iman es tranquila ,0,"['solo', 'recuerda', 'iman', 'tranquila']"
"onq16, ibexams, grad.prepatec, vemrd, grad.ib, itesm inq, emria. fue un buen año #2016 y el que viene, mejor!!",0,"['onq', 'ibexams', 'gradprepatec', 'vemrd', 'gradib', 'itesm', 'inq', 'emria', 'buen', 'año', 'viene', 'mejor']"
@estremaimona hija mía ...haces inteligente a la anormal de yolanda morin.... ,1,"['hija', 'haces', 'inteligente', 'anormal', 'yolanda', 'morin']"
la jardi y yo estamos aburridas pa cuándo vienes?  @parsimonyan,0,"['jardi', 'aburridas', 'pa', 'cuándo', 'vienes']"
ultimamente estoy comiendo muchos macarrones... gracias señor @marianorajoy sin ti esto no sería posible ,0,"['ultimamente', 'comiendo', 'macarrones', 'gracias', 'señor', 'posible']"
estoy esperando aún el directo de @zooevolution @willyrexyt @vegetta777,0,"['esperando', 'aún', 'directo']"
estoy haciendo chocolate abuelita y pura madre que les voy a dar,0,"['haciendo', 'chocolate', 'abuelita', 'pura', 'madre', 'voy', 'dar']"
not myself tonight era hermosa pero el video rip off de bad romance arruinó todo para mi queen x,0,"['not', 'myself', 'tonight', 'hermosa', 'video', 'rip', 'off', 'bad', 'romance', 'arruinó', 'queen', 'x']"
"@xxleonxx67 en fin da igual, al final ya están así los asalariados, y amigo, se escribe elotadoras",0,"['fin', 'da', 'igual', 'final', 'así', 'asalariados', 'amigo', 'escribe', 'elotadoras']"
"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no...",0,"['previsores', 'si', 'algún', 'día', 'llega', 'auto', 'allá', 'ok']"
"sad music y mucho trabajo, ya que es buena combinación",0,"['sad', 'music', 'trabajo', 'buena', 'combinación']"
#happyjungkookday #꾹이생일ㅊㅋ galleta bonita *.* feliz cumpleaños al mejor maknae del mundo ,0,"['galleta', 'bonita', 'feliz', 'cumpleaños', 'mejor', 'maknae', 'mundo']"
@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ,0,"['salidos', 'q', 'suben', 'cosas', 'página']"
#quisieraque la gente fuera eterna,0,"['gente', 'eterna']"
"@amuntvalencia_ no te preocupes, pero como hay tanta mala baba en twitter pensaba que había sido por eso ",0,"['preocupes', 'tanta', 'mala', 'baba', 'twitter', 'pensaba', 'sido']"
#felizmiercoles mis chamacos queridos dios me los bendiga y me los llene de todo su amor los quiero besitos,0,"['chamacos', 'queridos', 'dios', 'bendiga', 'llene', 'amor', 'quiero', 'besitos']"
"serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita",0,"['tan', 'dispersa', 'darte', 'cuenta', 'q', 'ganas', 'hacer', 'pipí', 'bonito', 'mundo', 'regreses', 'éste', 'ser', 'necesario', 'calita']"
acabo de etiquetar a mi tía en una cosa. soy más allá de mi propia tía. soy la tía de las tías.,1,"['acabo', 'etiquetar', 'tía', 'cosa', 'allá', 'propia', 'tía', 'tía', 'tías']"
@angela_m_a_ hombre me dices que se oía mal  yo soy defensora de amaiah a morir jajaj,0,"['hombre', 'dice', 'oía', 'mal', 'defensora', 'amaiah', 'morir', 'jajaj']"
extraño los tacos de el vaquero,0,"['extraño', 'taco', 'vaquero']"
"la donna è mobile, qual piuma al vento, muta d'accento, e di pensiero",0,"['donna', 'è', 'mobile', 'qual', 'piuma', 'vento', 'muta', 'daccento', 'di', 'pensiero']"
"chicxs nunca idealicéis demasiado a una persona, que luego os da mg en facebook y rompéis un espejo de la emoción ",0,"['chicxs', 'nunca', 'idealicéis', 'demasiado', 'persona', 'luego', 'da', 'mg', 'facebook', 'rompéis', 'espejo', 'emoción']"
"@senior_esfera qué va, son tranquilas, nunca logra refutarme nada ",0,"['va', 'tranquilas', 'nunca', 'logra', 'refutarme']"
se ha ido de mi espalda y no se como ha acabado dejandome en una esquinita de mi propia cama ,0,"['ido', 'espalda', 'acabado', 'dejandome', 'esquinita', 'propia', 'cama']"
"mi última partida jugada, con sona support. la grandes razones para jugar sona https://t.co/2rgmmeafis",0,"['última', 'partida', 'jugada', 'sona', 'support', 'grandes', 'razones', 'jugar', 'sona']"
"@javier_depecos otro para ti javier, me ha hecho mucha ilusión tu respuesta. gracias de corazón  feliz noche.",0,"['javier', 'hecho', 'mucha', 'ilusión', 'respuesta', 'gracias', 'corazón', 'feliz', 'noche']"
estaba contando que mi mamá tiene como 9 grupos de wa y yo sólo tengo el de mi salón que está silenciado por un año,0,"['contando', 'mamá', 'grupos', 'wa', 'sólo', 'salón', 'silenciado', 'año']"
"quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",0,"['quiero', 'vuelva', 'invierno', 'ponerme', 'pantalones', 'largo', 'chaquetas', 'sudaderas', 'abrigos', 'puto', 'verano']"
"para los que el día de mañana regresan a clases, que en este nuevo semestre cumplan todos sus objetivos y les sea muy exitoso! #adarle",0,"['día', 'mañana', 'regresan', 'clases', 'nuevo', 'semestre', 'cumplan', 'objetivos', 'exitoso']"
que horrible es querer dormir y que tu perrita no deje de roncar,0,"['horrible', 'querer', 'dormir', 'perrita', 'deje', 'roncar']"
jamás he sido muy romántica... pero necesito tus abrazos y besos de práctica,0,"['jamás', 'sido', 'romántica', 'necesito', 'abrazos', 'besos', 'práctica']"
cuando sufres porque no encuentras emulador para jugar al pokemon rubí en ios 9.3.4 ,0,"['sufres', 'encuentras', 'emulador', 'jugar', 'pokemon', 'rubí', 'io']"
baby @blasauryn #followspree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.,0,"['baby', 'suerte', 'semana', 'pasada', 'demasiado', 'grande']"
sé (o eso espero) que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,0,"['sé', 'espero', 'va', 'dar', 'estabilidad', 'económica', 'futuro', 'pues', 'sé', 'sé', 'quisiera', 'sentirme', 'desbordada', 'deseo']"
¿es un niño? es tan guapo que parece una niña.,1,"['niño', 'tan', 'guapo', 'parece', 'niña']"
"@brujadeltuiters . estas palabras, del poema, instantes, son de nadine stair. escritora norteamericana, a la q le gustan los helados.  ",0,"['palabras', 'poema', 'instantes', 'nadine', 'stair', 'escritora', 'norteamericana', 'q', 'gustan', 'helados']"
"aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",0,"['aunque', 'llegue', 'padre', 'triste', 'realidad', 'sigo', 'hambre']"
cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,0,"['cada', 'hablo', 'contigo', 'corazón', 'pone', 'feliz', 'nota', 'través', 'pantalla']"
@jpablobece  la tengo que retomar... qué tal la segunda temporada? a @crevillo le ha flipado pero q opinas tú? que carlos no es de fiar ,0,"['retomar', 'tal', 'segunda', 'temporada', 'flipado', 'q', 'opinas', 'carlos', 'fiar']"
@giorgiojater pero tampoco hace falta abrirlo para hablar ,0,"['tampoco', 'hace', 'falta', 'abrirlo', 'hablar']"
"rivera y rajoy no han pactado que nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. nos vemos el 25d ",0,"['rivera', 'rajoy', 'pactado', 'nivea', 'vuelva', 'lanzar', 'pelota', 'playa', 'avioneta', 'pequeño', 'vemos', 'd']"
@belunitaaa algúno subiria acongojado por los precipicios ,0,"['algúno', 'subiria', 'acongojado', 'precipicios']"
"@hawkersco @hawky_  #necesitoelviajeaandalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",0,"['bueno', 'si', 'tal', 'premio', 'mongol', 'así', 'malo']"
hohenheim - me fui por tabaco y me convertí en una piedra filosofal. - ed me llamó papá - morí con una sonrisa.  https://t.co/gojtourbfj,1,"['hohenheim', 'tabaco', 'convertí', 'piedra', 'filosofal', 'ed', 'llamó', 'papá', 'morí', 'sonrisa']"
"@youtube lo que voy a hacer el lunes no es por ti, es por nosotros te amo y te quiero mucho  eres la única real para mi",1,"['voy', 'hacer', 'lunes', 'amo', 'quiero', 'única', 'real']"
@pasku1  lo has leído?  promulga un socialismo utópico con bases en el decrecimiento y en el arte como parte fundamental del trabajo... ,0,"['leído', 'promulga', 'socialismo', 'utópico', 'base', 'decrecimiento', 'arte', 'parte', 'fundamental', 'trabajo']"
"@cinemex ¡hola! oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en cinemex portal vallejo, por favor.",0,"['hola', 'oigan', 'reponganos', 'entradas', 'ayer', 'unas', 'nuevas', 'ocurrido', 'ayer', 'cinemex', 'portal', 'vallejo', 'favor']"
algunos están sad 24/7 otros están indignados 24/7 yo estoy cachondo 24/7,1,"['sad', 'indignados', 'cachondo']"
"los niños son héroes, las niñas son princesas.",1,"['niños', 'héroes', 'niñas', 'princesas']"
si una mujer es lesbiana… será porque no ha probado un buen hombre,1,"['si', 'mujer', 'lesbiana', 'probado', 'buen', 'hombre']"
"@aimeraus @glaveaga @debatelibros no, no sabía que existía, lo leeré ya acabaste el primero?",0,"['sabía', 'existía', 'leeré', 'acabaste', 'primero']"
"cuando era niño e íbamos a gigante, se hacía lista de que se iba a comprar y siempre bien limitados. hola ese dejo de ser un problema",0,"['niño', 'íbamos', 'gigante', 'hacía', 'lista', 'iba', 'comprar', 'siempre', 'bien', 'limitados', 'hola', 'dejo', 'ser', 'problema']"
@lekilig un hilo fabuloso  comparto todo lo que dices ^^,0,"['hilo', 'fabuloso', 'comparto', 'dice']"
"y pues... mis reyes ahora se distribuyen a lo largo del año mis iphones, mi apple watch, mis beats... ️️",0,"['pues', 'reyes', 'ahora', 'distribuyen', 'largo', 'año', 'iphones', 'apple', 'watch', 'beat']"
@swimmer_it sabíamos que su partida traería graves consecuencias.,0,"['sabíamos', 'partida', 'traería', 'graf', 'consecuencias']"
"desperté casi a las 11:00 am. no me juzguen. tengo el nombre de la princesa que estuvo dormida toda la película, ¿que esperaban?",0,"['desperté', 'casi', 'am', 'juzguen', 'nombre', 'princesa', 'dormida', 'toda', 'película', 'esperaban']"
hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada ,0,"['hoy', 'traído', 'perra', 'después', 'seis', 'días', 'verla', 'to', 'nerviosa', 'delgada']"
15 días sin uno de esos abrazos mágicos,0,"['días', 'abrazos', 'mágicos']"
"@antimadridvcf si juegan bien, pero no saben chutar, estamos apañados.  ninguno sabe chutar a gol en el valencia?",0,"['si', 'juegan', 'bien', 'saben', 'chutar', 'apañados', 'ninguno', 'sabe', 'chutar', 'gol', 'valencia']"
yo ahora podría estar en mi casa de zgz viendo los premios en la tele tan ricamente l tenerlos grabados pero no ,0,"['ahora', 'podría', 'casa', 'zgz', 'viendo', 'premios', 'tele', 'tan', 'ricamente', 'l', 'tenerlos', 'grabados']"
@normaruiz01 y tú tan estupenda como siempre!! besitos y feliz día!! ,0,"['tan', 'estupenda', 'siempre', 'besitos', 'feliz', 'día']"
@tifuho ¿una funda asustadiza? y su función...¿sobrevivir para luchar otro día?  ,0,"['funda', 'asustadiza', 'función', 'sobrevivir', 'luchar', 'día']"
"y hoy por primera vez me salí con el permiso de mi mujer pero no es eso el detalle, si no saber q estarán a mi lado y q llegaré a casa",0,"['hoy', 'primera', 'vez', 'salí', 'permiso', 'mujer', 'detalle', 'si', 'saber', 'q', 'lado', 'q', 'llegaré', 'casa']"
"@miguelagaiteiro @cultrun @lozanoirene si hay que pecar de algo, que sea de ser buena gente! ",0,"['si', 'pecar', 'ser', 'buena', 'gente']"
@loulogio_pi lo importante es que la serie pueda seguir. no importa si es otra partida mientras estéis los 2 y sea en el mismo punto ,0,"['importante', 'serie', 'pueda', 'seguir', 'importa', 'si', 'partida', 'mientras', 'mismo', 'punto']"
"@c3466003565 cracias cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten fe ",0,"['cracias', 'cristina', 'dice', 'bendición', 'ser', 'paciente', 'veras', 'llega', 'milagro', 'solo', 'asiten', 'fe']"
@celopanyt te hemos echado de menos en la fiesta fin de verano  te podrias haber ido con ro ,0,"['echado', 'menos', 'fiesta', 'fin', 'verano', 'podrias', 'haber', 'ido', 'ro']"
@josey_dani ¡qué pintaza! tanto la chistorra como el lomo son productos deliciosos. probaremos vuestra sugerencia en frío y en bocadillo ,0,"['pintaza', 'chistorra', 'lomo', 'productos', 'deliciosos', 'probaremos', 'sugerencia', 'frío', 'bocadillo']"
"una vez mas... mi pensamiento invade mi sueño... se te extraña, ya quiero ser normal otra vez!!!",0,"['vez', 'ma', 'pensamiento', 'invade', 'sueño', 'extraña', 'quiero', 'ser', 'normal', 'vez']"
"al rato rosca de reyes ya se que no es hoy cuando se parte, pero s mi suegro le gusta hacer las cosas en familia",0,"['rato', 'rosca', 'reyes', 'hoy', 'parte', 's', 'suegro', 'gusta', 'hacer', 'cosas', 'familia']"
al menos con ftwd se me hace más ameno esperar a twd en octubre ,0,"['menos', 'ftwd', 'hace', 'ameno', 'esperar', 'twd', 'octubre']"
@putaqueen7 esta la página petada desde hace días ,0,"['página', 'petada', 'hace', 'días']"
"#fiesta17millones @yuyacst hermosa, mil felicidades, esta familia crece y crecep no te gustó mi dibujito que te hice?",0,"['hermosa', 'mil', 'felicidades', 'familia', 'crece', 'crecep', 'gustó', 'dibujito', 'hice']"
lo único que no me gusta de twitter es que no hay espacio suficiente para poner los créditos de las fotos y encima decir algo ,0,"['único', 'gusta', 'twitter', 'espacio', 'suficiente', 'poner', 'créditos', 'fotos', 'encima', 'decir']"
como la gente siga siendo aburrida les mandaré a la puta ,1,"['gente', 'siga', 'siendo', 'aburrida', 'mandaré', 'puta']"
¡a fregar!,1,['fregar']
no hay nada como ver la semifinal masculina de la nucía open de pádel mientras hago 30 min de bici estática a tope ,0,"['ver', 'semifinal', 'masculina', 'nucía', 'open', 'pádel', 'mientras', 'hago', 'min', 'bici', 'estática', 'tope']"
@elbajimenez9 o solo simple mente m ignoras,0,"['solo', 'simple', 'mente', 'm', 'ignoras']"
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,0,"['hoy', 'sido', 'ver', 'perro', 'muerto', 'anden', 'izdo', 'autopista', 'huelvasevilla', 'entrarme', 'toda', 'impotencia', 'mundo']"
trabajando con el equipo de @juliaenlaonda para el especial del próximo jueves. ya os adelanto que va a ser un programón! ,0,"['trabajando', 'equipo', 'especial', 'próximo', 'jueves', 'adelanto', 'va', 'ser', 'programón']"
@fevafer tio no me lo recuerdes ,0,"['tio', 'recuerdes']"
"@baronachor el concepto es de lo más bonico, pero de eso a serlo hay un trecho ",0,"['concepto', 'bonico', 'serlo', 'trecho']"
"hablar con mi amiga sheli y me cuenta que anda viajando, de fiesta , que la uni se la suda... me hace sentir bien y que yo soy feliz",0,"['hablar', 'amiga', 'sheli', 'cuenta', 'anda', 'viajando', 'fiesta', 'uni', 'suda', 'hace', 'sentir', 'bien', 'feliz']"
pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a sevilla sano y salvo  vaya tela,0,"['pensaba', 'iba', 'morir', 'carretera', 'volviendo', 'playa', 'vuelto', 'sevilla', 'sano', 'salvo', 'vaya', 'tela']"
@dani_xelcox la parte de acción se me hizo muy pesada. pero los momentos bonitos son muy bonitos ,0,"['parte', 'acción', 'hizo', 'pesada', 'momentos', 'bonito', 'bonito']"
"@eduardoramos95r descansa gordis, mañana nos vemos no tardes por favor si? sueña bonito, te amo muchísimo un besito en la frente",0,"['descansa', 'gordis', 'mañana', 'vemos', 'tardes', 'favor', 'si', 'sueña', 'bonito', 'amo', 'muchísimo', 'besito', 'frente']"
@mayezpalacios no mames! no son fieles ni a su propia raza!!! ya no sé que esperar lo malo es que tengo una coneja y es igual. complot,1,"['mames', 'fieles', 'propia', 'raza', 'sé', 'esperar', 'malo', 'coneja', 'igual', 'complot']"
"@cfe_golfonte @cicmty buenos días, seguimos sin servicio!",0,"['buenos', 'días', 'seguimos', 'servicio']"
"días!!! busca tu centro. enfócate. sé feliz. agradece. incluso en los momentos más desafiantes y dolorosos, la gratitud libera... besitos",0,"['días', 'busca', 'centro', 'enfócate', 'sé', 'feliz', 'agradece', 'incluso', 'momentos', 'desafiantes', 'dolorosos', 'gratitud', 'libera', 'besitos']"
"hoy hace 4 años, grabamos mi primer sencillo. #ultimoaire gracias a todos los que han estado conmigo siempre",0,"['hoy', 'hace', 'años', 'grabamos', 'primer', 'sencillo', 'gracias', 'conmigo', 'siempre']"
¡haz en grande tus propósitos para este año! lar inmobiliaria les desea un feliz año 2017 #larinmobiliaria,0,"['haz', 'grande', 'propósitos', 'año', 'lar', 'inmobiliaria', 'desea', 'feliz', 'año']"
@hyrulen @partidopacma tu no tienes familia con huerta y perros no? los tienen en unas condiciones estupendas ,0,"['familia', 'huerta', 'perros', 'unas', 'condiciones', 'estupendas']"
"estoy en el taco locovenden más sopas,carnes, bebidas que tacos solo hay de bistec, pastor y chorizo. ¿que clase de taco loco es esto?",0,"['taco', 'locovenden', 'sopascarnes', 'bebidas', 'taco', 'solo', 'bistec', 'pastor', 'chorizo', 'clase', 'taco', 'loco']"
"hey! @ifcristian espero tengas un muy bonito día, h! te deseo lo mejor siempre sé feliz ️ y felicidades, una vez más.",0,"['hey', 'espero', 'bonito', 'día', 'h', 'deseo', 'mejor', 'siempre', 'sé', 'feliz', 'felicidades', 'vez']"
no sé qué tipo de señal universitaria es esta!!!,0,"['sé', 'tipo', 'señal', 'universitaria']"
el rosa es solo para las nenas.,1,"['rosa', 'solo', 'nenas']"
