Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
@radicaiizate @pvaya pero... ella... no es verde!!!! aunque ahora que lo dices... es muy... eh... ,0,  pero ella no es verde aunque ahora que lo dices es muy eh ,"['pero', 'ella', 'no', 'es', 'verde', 'aunque', 'ahora', 'que', 'lo', 'dices', 'es', 'muy', 'eh']","['verde', 'aunque', 'ahora', 'dices', 'eh']","['verd', 'aunqu', 'ahora', 'dice', 'eh']","['verd', 'aunqu', 'ahor', 'dic', 'eh']","['verde', 'aunque', 'ahora', 'dice', 'eh']"
deberías ser un poco más femenina.,1,deberías ser un poco más femenina,"['deberías', 'ser', 'un', 'poco', 'más', 'femenina']","['deberías', 'ser', 'femenina']","['debería', 'ser', 'femenina']","['deb', 'ser', 'femenin']","['deberías', 'ser', 'femenina']"
el llanto de una mujer no es de creer,1,el llanto de una mujer no es de creer,"['el', 'llanto', 'de', 'una', 'mujer', 'no', 'es', 'de', 'creer']","['llanto', 'mujer', 'creer']","['llanto', 'mujer', 'creer']","['llant', 'muj', 'cre']","['llanto', 'mujer', 'creer']"
@lorainthepanda @_girlpride_ @sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,1,   lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,"['lo', 'mas', 'gracioso', 'es', 'que', 'diciendo', 'esas', 'cosas', 'solo', 'fomenta', 'aun', 'mas', 'el', 'odio', 'hacia', 'el', 'feminismo']","['mas', 'gracioso', 'diciendo', 'cosas', 'solo', 'fomenta', 'aun', 'mas', 'odio', 'hacia', 'feminismo']","['ma', 'gracioso', 'diciendo', 'cosa', 'solo', 'fomenta', 'aun', 'ma', 'odio', 'hacia', 'feminismo']","['mas', 'gracios', 'dic', 'cos', 'sol', 'foment', 'aun', 'mas', 'odi', 'haci', 'femin']","['ma', 'gracioso', 'diciendo', 'cosas', 'solo', 'fomenta', 'aun', 'ma', 'odio', 'hacia', 'feminismo']"
en realidá é algo duro de asimilar ni el alcohol me ayuda ,0,en realidá é algo duro de asimilar ni el alcohol me ayuda ,"['en', 'realidá', 'é', 'algo', 'duro', 'de', 'asimilar', 'ni', 'el', 'alcohol', 'me', 'ayuda']","['realidá', 'é', 'duro', 'asimilar', 'alcohol', 'ayuda']","['realidá', 'é', 'duro', 'asimilar', 'alcohol', 'ayuda']","['realid', 'e', 'dur', 'asimil', 'alcohol', 'ayud']","['realidá', 'é', 'duro', 'asimilar', 'alcohol', 'ayuda']"
buenos días @ainhoa_mallo  y que podamos contarlo ,0,buenos días   y que podamos contarlo ,"['buenos', 'días', 'y', 'que', 'podamos', 'contarlo']","['buenos', 'días', 'podamos', 'contarlo']","['bueno', 'día', 'podamo', 'contarlo']","['buen', 'dias', 'pod', 'cont']","['buenos', 'días', 'podamos', 'contarlo']"
"—¿que crees, amor? estaba platicando con una amiga y... — —¿ya te enojaste? pero si es buena onda. — —te amo, amor. —",1,—¿que crees amor estaba platicando con una amiga y — —¿ya te enojaste pero si es buena onda — —te amo amor —,"['que', 'crees', 'amor', 'estaba', 'platicando', 'con', 'una', 'amiga', 'y', 'ya', 'te', 'enojaste', 'pero', 'si', 'es', 'buena', 'onda', 'te', 'amo', 'amor']","['crees', 'amor', 'platicando', 'amiga', 'enojaste', 'si', 'buena', 'onda', 'amo', 'amor']","['cree', 'amor', 'platicando', 'amiga', 'enojast', 'si', 'buena', 'onda', 'amo', 'amor']","['cre', 'amor', 'platic', 'amig', 'enoj', 'si', 'buen', 'onda', 'amo', 'amor']","['cree', 'amor', 'platicando', 'amiga', 'enojaste', 'si', 'buena', 'onda', 'amo', 'amor']"
"—ma, ya no quiero ir a la escuela. —¡tienes que ir! —ah, chinga y por qué. —pues tú eres el maestro, cabrón. —asicierto.",0,—ma ya no quiero ir a la escuela —¡tienes que ir —ah chinga y por qué —pues tú eres el maestro cabrón —asicierto,"['ma', 'ya', 'no', 'quiero', 'ir', 'a', 'la', 'escuela', 'tienes', 'que', 'ir', 'ah', 'chinga', 'y', 'por', 'qué', 'pues', 'tú', 'eres', 'el', 'maestro', 'cabrón', 'asicierto']","['ma', 'quiero', 'ir', 'escuela', 'ir', 'ah', 'chinga', 'pues', 'maestro', 'cabrón', 'asicierto']","['ma', 'quiero', 'ir', 'escuela', 'ir', 'ah', 'chinga', 'pue', 'maestro', 'cabrón', 'asicierto']","['ma', 'quier', 'ir', 'escuel', 'ir', 'ah', 'ching', 'pues', 'maestr', 'cabron', 'asiciert']","['ma', 'quiero', 'ir', 'escuela', 'ir', 'ah', 'chinga', 'pues', 'maestro', 'cabrón', 'asicierto']"
@susanatruiz eres muy pero que muy inteligente ,0, eres muy pero que muy inteligente ,"['eres', 'muy', 'pero', 'que', 'muy', 'inteligente']",['inteligente'],['inteligent'],['inteligent'],['inteligente']
yo - oye no aventamos 3 palitos al hilo ella - ya se. oye años de na mas 1; eres un tigre... a mi distinción erectil le gusta esto...,1,yo  oye no aventamos  palitos al hilo ella  ya se oye años de na mas  eres un tigre a mi distinción erectil le gusta esto,"['yo', 'oye', 'no', 'aventamos', 'palitos', 'al', 'hilo', 'ella', 'ya', 'se', 'oye', 'años', 'de', 'na', 'mas', 'eres', 'un', 'tigre', 'a', 'mi', 'distinción', 'erectil', 'le', 'gusta', 'esto']","['oye', 'aventamos', 'palitos', 'hilo', 'oye', 'años', 'na', 'mas', 'tigre', 'distinción', 'erectil', 'gusta']","['oye', 'aventamo', 'palito', 'hilo', 'oye', 'año', 'na', 'ma', 'tigr', 'distinción', 'erectil', 'gusta']","['oye', 'avent', 'palit', 'hil', 'oye', 'años', 'na', 'mas', 'tigr', 'distincion', 'erectil', 'gust']","['oye', 'aventamos', 'palitos', 'hilo', 'oye', 'años', 'na', 'ma', 'tigre', 'distinción', 'erectil', 'gusta']"
@_betterton @juanrallo para cometer atentados terroristas (2) no creo que entonces existiera el burkini ,1,  para cometer atentados terroristas  no creo que entonces existiera el burkini ,"['para', 'cometer', 'atentados', 'terroristas', 'no', 'creo', 'que', 'entonces', 'existiera', 'el', 'burkini']","['cometer', 'atentados', 'terroristas', 'creo', 'entonces', 'existiera', 'burkini']","['comet', 'atentado', 'terrorista', 'creo', 'entonc', 'existiera', 'burkini']","['comet', 'atent', 'terror', 'cre', 'entonc', 'exist', 'burkini']","['cometer', 'atentados', 'terroristas', 'creo', 'entonces', 'existiera', 'burkini']"
@zimlaar ¿solo te preocupa el número de followers? me lo imaginaba... jaja ellos mismos piden que haga quedada ,0, ¿solo te preocupa el número de followers me lo imaginaba jaja ellos mismos piden que haga quedada ,"['solo', 'te', 'preocupa', 'el', 'número', 'de', 'followers', 'me', 'lo', 'imaginaba', 'jaja', 'ellos', 'mismos', 'piden', 'que', 'haga', 'quedada']","['solo', 'preocupa', 'número', 'followers', 'imaginaba', 'jaja', 'mismos', 'piden', 'haga', 'quedada']","['solo', 'preocupa', 'número', 'follow', 'imaginaba', 'jaja', 'mismo', 'piden', 'haga', 'quedada']","['sol', 'preocup', 'numer', 'followers', 'imagin', 'jaj', 'mism', 'pid', 'hag', 'qued']","['solo', 'preocupa', 'número', 'follower', 'imaginaba', 'jaja', 'mismos', 'piden', 'haga', 'quedada']"
"@cscvalenciana @albert_rivera como mejor luchar contra la crisis, unidos o siempre enfrentados.  lo tengo claro.",0,  como mejor luchar contra la crisis unidos o siempre enfrentados  lo tengo claro,"['como', 'mejor', 'luchar', 'contra', 'la', 'crisis', 'unidos', 'o', 'siempre', 'enfrentados', 'lo', 'tengo', 'claro']","['mejor', 'luchar', 'crisis', 'unidos', 'siempre', 'enfrentados', 'claro']","['mejor', 'luchar', 'crisi', 'unido', 'siempr', 'enfrentado', 'claro']","['mejor', 'luch', 'crisis', 'unid', 'siempr', 'enfrent', 'clar']","['mejor', 'luchar', 'crisis', 'unidos', 'siempre', 'enfrentados', 'claro']"
me acaba de seguir una página para ligar por gustos musicales. sé que estoy sola pero ,1,me acaba de seguir una página para ligar por gustos musicales sé que estoy sola pero ,"['me', 'acaba', 'de', 'seguir', 'una', 'página', 'para', 'ligar', 'por', 'gustos', 'musicales', 'sé', 'que', 'estoy', 'sola', 'pero']","['acaba', 'seguir', 'página', 'ligar', 'gustos', 'musicales', 'sé', 'sola']","['acaba', 'seguir', 'página', 'ligar', 'gusto', 'musical', 'sé', 'sola']","['acab', 'segu', 'pagin', 'lig', 'gust', 'musical', 'se', 'sol']","['acaba', 'seguir', 'página', 'ligar', 'gusto', 'musicales', 'sé', 'sola']"
si un niño te trata mal es porque le gustas.,1,si un niño te trata mal es porque le gustas,"['si', 'un', 'niño', 'te', 'trata', 'mal', 'es', 'porque', 'le', 'gustas']","['si', 'niño', 'trata', 'mal', 'gustas']","['si', 'niño', 'trata', 'mal', 'gusta']","['si', 'niñ', 'trat', 'mal', 'gust']","['si', 'niño', 'trata', 'mal', 'gustas']"
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad espero que puedan reprogramarlo muy pronto,0, ya estaba bien preparada para ir a verte hoy pero primero está la seguridad espero que puedan reprogramarlo muy pronto,"['ya', 'estaba', 'bien', 'preparada', 'para', 'ir', 'a', 'verte', 'hoy', 'pero', 'primero', 'está', 'la', 'seguridad', 'espero', 'que', 'puedan', 'reprogramarlo', 'muy', 'pronto']","['bien', 'preparada', 'ir', 'verte', 'hoy', 'primero', 'seguridad', 'espero', 'puedan', 'reprogramarlo', 'pronto']","['bien', 'preparada', 'ir', 'vert', 'hoy', 'primero', 'seguridad', 'espero', 'puedan', 'reprogramarlo', 'pronto']","['bien', 'prepar', 'ir', 'vert', 'hoy', 'primer', 'segur', 'esper', 'pued', 'reprogram', 'pront']","['bien', 'preparada', 'ir', 'verte', 'hoy', 'primero', 'seguridad', 'espero', 'puedan', 'reprogramarlo', 'pronto']"
calladita te ves más bonita,1,calladita te ves más bonita,"['calladita', 'te', 'ves', 'más', 'bonita']","['calladita', 'ves', 'bonita']","['calladita', 've', 'bonita']","['calladit', 'ves', 'bonit']","['calladita', 'f', 'bonita']"
"@hecalledmeac lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... soy muy superficial ",1, lo sé a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya soy muy superficial ,"['lo', 'sé', 'a', 'pesar', 'de', 'saber', 'que', 'no', 'debería', 'simplemente', 'enamorarme', 'de', 'una', 'cara', 'bonita', 'como', 'la', 'tuya', 'soy', 'muy', 'superficial']","['sé', 'pesar', 'saber', 'debería', 'simplemente', 'enamorarme', 'cara', 'bonita', 'superficial']","['sé', 'pesar', 'saber', 'debería', 'simplement', 'enamorarm', 'cara', 'bonita', 'superfici']","['se', 'pes', 'sab', 'deb', 'simplement', 'enamor', 'car', 'bonit', 'superficial']","['sé', 'pesar', 'saber', 'debería', 'simplemente', 'enamorarme', 'cara', 'bonita', 'superficial']"
el espanyol interesado en aktí mel para reforzar su defensa esta temporada. llegaría por 2 millones del l-casei imunitas griego ,0,el espanyol interesado en aktí mel para reforzar su defensa esta temporada llegaría por  millones del lcasei imunitas griego ,"['el', 'espanyol', 'interesado', 'en', 'aktí', 'mel', 'para', 'reforzar', 'su', 'defensa', 'esta', 'temporada', 'llegaría', 'por', 'millones', 'del', 'lcasei', 'imunitas', 'griego']","['espanyol', 'interesado', 'aktí', 'mel', 'reforzar', 'defensa', 'temporada', 'llegaría', 'millones', 'lcasei', 'imunitas', 'griego']","['espanyol', 'interesado', 'aktí', 'mel', 'reforzar', 'defensa', 'temporada', 'llegaría', 'millon', 'lcasei', 'imunita', 'griego']","['espanyol', 'interes', 'akti', 'mel', 'reforz', 'defens', 'tempor', 'lleg', 'millon', 'lcasei', 'imunit', 'grieg']","['espanyol', 'interesado', 'aktí', 'mel', 'reforzar', 'defensa', 'temporada', 'llegaría', 'millones', 'lcasei', 'imunitas', 'griego']"
@auropgtez pero después de ducharme tampoco se queda así ,0, pero después de ducharme tampoco se queda así ,"['pero', 'después', 'de', 'ducharme', 'tampoco', 'se', 'queda', 'así']","['después', 'ducharme', 'tampoco', 'queda', 'así']","['despué', 'ducharm', 'tampoco', 'queda', 'así']","['despues', 'duch', 'tampoc', 'qued', 'asi']","['después', 'ducharme', 'tampoco', 'queda', 'así']"
@cochy_tj llena de bendiciones jaja,1, llena de bendiciones jaja,"['llena', 'de', 'bendiciones', 'jaja']","['llena', 'bendiciones', 'jaja']","['llena', 'bendicion', 'jaja']","['llen', 'bendicion', 'jaj']","['llena', 'bendiciones', 'jaja']"
"@femihard_ hmm no sé qué decirte, mientras no dejes la jaula abierta no pasa nada  pero se recomienda que salgan un ratito al día +",0, hmm no sé qué decirte mientras no dejes la jaula abierta no pasa nada  pero se recomienda que salgan un ratito al día ,"['hmm', 'no', 'sé', 'qué', 'decirte', 'mientras', 'no', 'dejes', 'la', 'jaula', 'abierta', 'no', 'pasa', 'nada', 'pero', 'se', 'recomienda', 'que', 'salgan', 'un', 'ratito', 'al', 'día']","['hmm', 'sé', 'decirte', 'mientras', 'dejes', 'jaula', 'abierta', 'pasa', 'recomienda', 'salgan', 'ratito', 'día']","['hmm', 'sé', 'decirt', 'mientra', 'deje', 'jaula', 'abierta', 'pasa', 'recomienda', 'salgan', 'ratito', 'día']","['hmm', 'se', 'decirt', 'mientr', 'dej', 'jaul', 'abiert', 'pas', 'recomiend', 'salg', 'ratit', 'dia']","['hmm', 'sé', 'decirte', 'mientras', 'dejes', 'jaula', 'abierta', 'pasa', 'recomienda', 'salgan', 'ratito', 'día']"
@eduemoesc muchas gracias por seguirme. nos leemos ,0, muchas gracias por seguirme nos leemos ,"['muchas', 'gracias', 'por', 'seguirme', 'nos', 'leemos']","['muchas', 'gracias', 'seguirme', 'leemos']","['mucha', 'gracia', 'seguirm', 'leemo']","['much', 'graci', 'segu', 'leem']","['muchas', 'gracias', 'seguirme', 'leemos']"
"que bueno que no soy mamá, sería la peor de todas, les daría puro jugo verde y macaroon and cheese feo",1,que bueno que no soy mamá sería la peor de todas les daría puro jugo verde y macaroon and cheese feo,"['que', 'bueno', 'que', 'no', 'soy', 'mamá', 'sería', 'la', 'peor', 'de', 'todas', 'les', 'daría', 'puro', 'jugo', 'verde', 'y', 'macaroon', 'and', 'cheese', 'feo']","['bueno', 'mamá', 'peor', 'todas', 'daría', 'puro', 'jugo', 'verde', 'macaroon', 'and', 'cheese', 'feo']","['bueno', 'mamá', 'peor', 'toda', 'daría', 'puro', 'jugo', 'verd', 'macaroon', 'and', 'chees', 'feo']","['buen', 'mam', 'peor', 'tod', 'dar', 'pur', 'jug', 'verd', 'macaroon', 'and', 'chees', 'feo']","['bueno', 'mamá', 'peor', 'toda', 'daría', 'puro', 'jugo', 'verde', 'macaroon', 'and', 'cheese', 'feo']"
"y yo mientras comeré palomitas mientras quedáis retratados porque, ay, es lo que pasa cuando usas el activismo como un arma ",1,y yo mientras comeré palomitas mientras quedáis retratados porque ay es lo que pasa cuando usas el activismo como un arma ,"['y', 'yo', 'mientras', 'comeré', 'palomitas', 'mientras', 'quedáis', 'retratados', 'porque', 'ay', 'es', 'lo', 'que', 'pasa', 'cuando', 'usas', 'el', 'activismo', 'como', 'un', 'arma']","['mientras', 'comeré', 'palomitas', 'mientras', 'quedáis', 'retratados', 'ay', 'pasa', 'usas', 'activismo', 'arma']","['mientra', 'comeré', 'palomita', 'mientra', 'quedái', 'retratado', 'ay', 'pasa', 'usa', 'activismo', 'arma']","['mientr', 'com', 'palomit', 'mientr', 'qued', 'retrat', 'ay', 'pas', 'usas', 'activ', 'arma']","['mientras', 'comeré', 'palomitas', 'mientras', 'quedáis', 'retratados', 'ay', 'pasa', 'usa', 'activismo', 'arma']"
en la bañera ahogada sueño hecho realidad pls ,1,en la bañera ahogada sueño hecho realidad pls ,"['en', 'la', 'bañera', 'ahogada', 'sueño', 'hecho', 'realidad', 'pls']","['bañera', 'ahogada', 'sueño', 'hecho', 'realidad', 'pls']","['bañera', 'ahogada', 'sueño', 'hecho', 'realidad', 'pl']","['bañer', 'ahog', 'sueñ', 'hech', 'realid', 'pls']","['bañera', 'ahogada', 'sueño', 'hecho', 'realidad', 'pls']"
@jordicanal64 pues si no fichan lo que sea además de un ridículo espantoso igual qsf nos deja plantados...esperemos que no   ,0, pues si no fichan lo que sea además de un ridículo espantoso igual qsf nos deja plantadosesperemos que no   ,"['pues', 'si', 'no', 'fichan', 'lo', 'que', 'sea', 'además', 'de', 'un', 'ridículo', 'espantoso', 'igual', 'qsf', 'nos', 'deja', 'plantadosesperemos', 'que', 'no']","['pues', 'si', 'fichan', 'además', 'ridículo', 'espantoso', 'igual', 'qsf', 'deja', 'plantadosesperemos']","['pue', 'si', 'fichan', 'ademá', 'ridículo', 'espantoso', 'igual', 'qsf', 'deja', 'plantadosesperemo']","['pues', 'si', 'fich', 'ademas', 'ridicul', 'espant', 'igual', 'qsf', 'dej', 'plantadosesp']","['pues', 'si', 'fichan', 'además', 'ridículo', 'espantoso', 'igual', 'qsf', 'deja', 'plantadosesperemos']"
30 años viviendo en #algeciras y cuando me vengo a vivir a #sevilla es cuando pasan las cosas divertidas como un #terremoto. ,0, años viviendo en  y cuando me vengo a vivir a  es cuando pasan las cosas divertidas como un  ,"['años', 'viviendo', 'en', 'y', 'cuando', 'me', 'vengo', 'a', 'vivir', 'a', 'es', 'cuando', 'pasan', 'las', 'cosas', 'divertidas', 'como', 'un']","['años', 'viviendo', 'vengo', 'vivir', 'pasan', 'cosas', 'divertidas']","['año', 'viviendo', 'vengo', 'vivir', 'pasan', 'cosa', 'divertida']","['años', 'viv', 'veng', 'viv', 'pas', 'cos', 'divert']","['años', 'viviendo', 'vengo', 'vivir', 'pasan', 'cosas', 'divertidas']"
me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol,1,me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol,"['me', 'acorde', 'cuando', 'era', 'niño', 'y', 'me', 'trajeron', 'un', 'balón', 'y', 'eso', 'hizo', 'que', 'amara', 'algo', 'y', 'hasta', 'ahora', 'me', 'apasiona', 'el', 'fútbol']","['acorde', 'niño', 'trajeron', 'balón', 'hizo', 'amara', 'ahora', 'apasiona', 'fútbol']","['acord', 'niño', 'trajeron', 'balón', 'hizo', 'amara', 'ahora', 'apasiona', 'fútbol']","['acord', 'niñ', 'trajeron', 'balon', 'hiz', 'amar', 'ahor', 'apasion', 'futbol']","['acorde', 'niño', 'trajeron', 'balón', 'hizo', 'amara', 'ahora', 'apasiona', 'fútbol']"
@charmimedicen a gente tonta es dificil acostumbrarse ,0, a gente tonta es dificil acostumbrarse ,"['a', 'gente', 'tonta', 'es', 'dificil', 'acostumbrarse']","['gente', 'tonta', 'dificil', 'acostumbrarse']","['gent', 'tonta', 'dificil', 'acostumbrars']","['gent', 'tont', 'dificil', 'acostumbr']","['gente', 'tonta', 'dificil', 'acostumbrarse']"
@apoyocr7 muy chulas esas gafas paula  y lo de guapa es talento innato tuyo :,1, muy chulas esas gafas paula  y lo de guapa es talento innato tuyo ,"['muy', 'chulas', 'esas', 'gafas', 'paula', 'y', 'lo', 'de', 'guapa', 'es', 'talento', 'innato', 'tuyo']","['chulas', 'gafas', 'paula', 'guapa', 'talento', 'innato']","['chula', 'gafa', 'paula', 'guapa', 'talento', 'innato']","['chul', 'gaf', 'paul', 'guap', 'talent', 'innat']","['chulas', 'gafas', 'paula', 'guapa', 'talento', 'innato']"
@anaamontull_ @irenecarro_8 @marilogarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli,1,   con una pequeña donación hará felices a miles de chicas que no tienen  ,"['con', 'una', 'pequeña', 'donación', 'hará', 'felices', 'a', 'miles', 'de', 'chicas', 'que', 'no', 'tienen']","['pequeña', 'donación', 'hará', 'felices', 'miles', 'chicas']","['pequeña', 'donación', 'hará', 'felic', 'mile', 'chica']","['pequeñ', 'donacion', 'har', 'felic', 'mil', 'chic']","['pequeña', 'donación', 'hará', 'felices', 'mile', 'chicas']"
esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,0,esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,"['esta', 'súper', 'raro', 'por', 'que', 'el', 'año', 'pasado', 'vino', 'a', 'buscarme', 'a', 'la', 'puerta', 'de', 'mi', 'casa', 'y', 'yo', 'ya', 'estaba', 'en', 'el', 'camión', 'de', 'regreso', 'a', 'puebla']","['súper', 'raro', 'año', 'pasado', 'vino', 'buscarme', 'puerta', 'casa', 'camión', 'regreso', 'puebla']","['súper', 'raro', 'año', 'pasado', 'vino', 'buscarm', 'puerta', 'casa', 'camión', 'regreso', 'puebla']","['sup', 'rar', 'año', 'pas', 'vin', 'busc', 'puert', 'cas', 'camion', 'regres', 'puebl']","['súper', 'raro', 'año', 'pasado', 'vino', 'buscarme', 'puerta', 'casa', 'camión', 'regreso', 'puebla']"
@luixuz yo también no te dí permiso de que te fueras y me dejaras sola con el bebé,0, yo también no te dí permiso de que te fueras y me dejaras sola con el bebé,"['yo', 'también', 'no', 'te', 'dí', 'permiso', 'de', 'que', 'te', 'fueras', 'y', 'me', 'dejaras', 'sola', 'con', 'el', 'bebé']","['dí', 'permiso', 'dejaras', 'sola', 'bebé']","['dí', 'permiso', 'dejara', 'sola', 'bebé']","['di', 'permis', 'dej', 'sol', 'beb']","['dí', 'permiso', 'dejaras', 'sola', 'bebé']"
feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,1,feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,"['feeeliz', 'dia', 'a', 'todas', 'las', 'enfermeras', 'del', 'mundo', 'mundial', 'son', 'lo', 'mejor', 'que', 'hay']","['feeeliz', 'dia', 'todas', 'enfermeras', 'mundo', 'mundial', 'mejor']","['feeeliz', 'dia', 'toda', 'enfermera', 'mundo', 'mundial', 'mejor']","['feeeliz', 'dia', 'tod', 'enfermer', 'mund', 'mundial', 'mejor']","['feeeliz', 'dia', 'toda', 'enfermeras', 'mundo', 'mundial', 'mejor']"
a los chicos les gustan las cosas oscuras.,1,a los chicos les gustan las cosas oscuras,"['a', 'los', 'chicos', 'les', 'gustan', 'las', 'cosas', 'oscuras']","['chicos', 'gustan', 'cosas', 'oscuras']","['chico', 'gustan', 'cosa', 'oscura']","['chic', 'gust', 'cos', 'oscur']","['chico', 'gustan', 'cosas', 'oscuras']"
"@guillebouzon @conpdejulandron creo que antes de insultar una cara deberias mirarte al espejo guille. ah, y quien ríe último rie mejor ",1,  creo que antes de insultar una cara deberias mirarte al espejo guille ah y quien ríe último rie mejor ,"['creo', 'que', 'antes', 'de', 'insultar', 'una', 'cara', 'deberias', 'mirarte', 'al', 'espejo', 'guille', 'ah', 'y', 'quien', 'ríe', 'último', 'rie', 'mejor']","['creo', 'insultar', 'cara', 'deberias', 'mirarte', 'espejo', 'guille', 'ah', 'ríe', 'último', 'rie', 'mejor']","['creo', 'insultar', 'cara', 'deberia', 'mirart', 'espejo', 'guill', 'ah', 'ríe', 'último', 'rie', 'mejor']","['cre', 'insult', 'car', 'deberi', 'mirart', 'espej', 'guill', 'ah', 'rie', 'ultim', 'rie', 'mejor']","['creo', 'insultar', 'cara', 'deberias', 'mirarte', 'espejo', 'guille', 'ah', 'ríe', 'último', 'rie', 'mejor']"
"@vicentmoreravcf @kennysamuerto @lobovcf vale, pero de rodrigo yo espero poco y nani es una puta incógnita como va a rendir. falta un 9 ",1,   vale pero de rodrigo yo espero poco y nani es una puta incógnita como va a rendir falta un  ,"['vale', 'pero', 'de', 'rodrigo', 'yo', 'espero', 'poco', 'y', 'nani', 'es', 'una', 'puta', 'incógnita', 'como', 'va', 'a', 'rendir', 'falta', 'un']","['vale', 'rodrigo', 'espero', 'nani', 'puta', 'incógnita', 'va', 'rendir', 'falta']","['vale', 'rodrigo', 'espero', 'nani', 'puta', 'incógnita', 'va', 'rendir', 'falta']","['val', 'rodrig', 'esper', 'nani', 'put', 'incognit', 'va', 'rend', 'falt']","['vale', 'rodrigo', 'espero', 'nani', 'puta', 'incógnita', 'va', 'rendir', 'falta']"
"@celopanyt en el último vlog, al título le falta una e en la palabra entras supongo querías poner enteras ",0, en el último vlog al título le falta una e en la palabra entras supongo querías poner enteras ,"['en', 'el', 'último', 'vlog', 'al', 'título', 'le', 'falta', 'una', 'e', 'en', 'la', 'palabra', 'entras', 'supongo', 'querías', 'poner', 'enteras']","['último', 'vlog', 'título', 'falta', 'palabra', 'entras', 'supongo', 'querías', 'poner', 'enteras']","['último', 'vlog', 'título', 'falta', 'palabra', 'entra', 'supongo', 'quería', 'poner', 'entera']","['ultim', 'vlog', 'titul', 'falt', 'palabr', 'entras', 'supong', 'quer', 'pon', 'enter']","['último', 'vlog', 'título', 'falta', 'palabra', 'entras', 'supongo', 'querías', 'poner', 'enteras']"
a todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.,1,a todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana  fucking great,"['a', 'todos', 'los', 'artistas', 'de', 'tumblr', 'les', 'llegan', 'preguntas', 'o', 'cumplidos', 'sobre', 'su', 'arte', 'y', 'a', 'mi', 'me', 'preguntan', 'si', 'soy', 'lesbiana', 'fucking', 'great']","['artistas', 'tumblr', 'llegan', 'preguntas', 'cumplidos', 'arte', 'preguntan', 'si', 'lesbiana', 'fucking', 'great']","['artista', 'tumblr', 'llegan', 'pregunta', 'cumplido', 'art', 'preguntan', 'si', 'lesbiana', 'fuck', 'great']","['artist', 'tumblr', 'lleg', 'pregunt', 'cumpl', 'arte', 'pregunt', 'si', 'lesbian', 'fucking', 'great']","['artistas', 'tumblr', 'llegan', 'preguntas', 'cumplidos', 'arte', 'preguntan', 'si', 'lesbiana', 'fucking', 'great']"
"@markiyo1992 ja ja che menso, en vez de sí me escribas diario para saber mi vida",1, ja ja che menso en vez de sí me escribas diario para saber mi vida,"['ja', 'ja', 'che', 'menso', 'en', 'vez', 'de', 'sí', 'me', 'escribas', 'diario', 'para', 'saber', 'mi', 'vida']","['ja', 'ja', 'che', 'menso', 'vez', 'escribas', 'diario', 'saber', 'vida']","['ja', 'ja', 'che', 'menso', 'vez', 'escriba', 'diario', 'saber', 'vida']","['ja', 'ja', 'che', 'mens', 'vez', 'escrib', 'diari', 'sab', 'vid']","['ja', 'ja', 'che', 'menso', 'vez', 'escribas', 'diario', 'saber', 'vida']"
"@kalvanigh pues yo no me crei esa expulsion, me parecio otro tongo como la de ares, los dos mayores robados de aquella temporada ",0, pues yo no me crei esa expulsion me parecio otro tongo como la de ares los dos mayores robados de aquella temporada ,"['pues', 'yo', 'no', 'me', 'crei', 'esa', 'expulsion', 'me', 'parecio', 'otro', 'tongo', 'como', 'la', 'de', 'ares', 'los', 'dos', 'mayores', 'robados', 'de', 'aquella', 'temporada']","['pues', 'crei', 'expulsion', 'parecio', 'tongo', 'ares', 'dos', 'mayores', 'robados', 'aquella', 'temporada']","['pue', 'crei', 'expuls', 'parecio', 'tongo', 'are', 'do', 'mayor', 'robado', 'aquella', 'temporada']","['pues', 'crei', 'expulsion', 'pareci', 'tong', 'ares', 'dos', 'mayor', 'rob', 'aquell', 'tempor']","['pues', 'crei', 'expulsion', 'parecio', 'tongo', 'are', 'do', 'mayores', 'robados', 'aquella', 'temporada']"
