Id,Texto,Sentimiento,Texto_preprocesado
1.1030264399836404e+18,"MINUT A MINUT | Pérez de los Cobos: «Van col·locar nens i gent gran per protegir les paperetes»   El primer va ser delegat del govern espanyol durant la jornada de l'1-O, mentre que el segon ocupava el càrrec de coronel de la Guàrdia Civil i coordinador del dispositiu policial",Positivo,"['minut', 'minut', 'pérez', 'los', 'cobos', 'col', 'locar', 'nens', 'gent', 'gran', 'protegir', 'paperetes', 'delegat', 'govern', 'espanyol', 'jornada', 'lo', 'segon', 'ocupava', 'càrrec', 'coronel', 'guàrdia', 'civil', 'coordinador', 'dispositiu', 'policial']"
1.102822031568134e+34,"@quatregatstv3 De veritat heu d'entrevistar a qui va assasinar innocents?.. Quina opinió ha de tenir ell dels polítics que estan sent jutjats?.. I que no s'equivoqui, si la direcció d'un partit està a la presó, està en mans del poder judicial, no pas de l'estat. No volguem confondre a ningú!",Negativo,"['veritat', 'dentrevistar', 'assasinar', 'innocent', 'opinió', 'ell', 'polítics', 'sent', 'jutjats', 'sequivoqui', 'direcció', 'dun', 'partit', 'presó', 'man', 'judicial', 'lestat', 'volguem', 'confondre', 'ningú']"
1.098976416249643e+33,"Potser que l’home que brama del @vaparir li deixi el megàfon a l’Arrimades, perquè si no no se com li dirà ja que es nega a asseure’s amb el President... https://t.co/23j8fFuQj6",Negativo,"['l', 'home', 'brama', 'deixi', 'megàfon', 'l', 'arrimades', 'se', 'dirà', 'nega', 'asseure', 's', 'president']"
1.1036528551294893e+34,"@yeyaboya Noia, és que t’ho creus tot. Ets tan fàcil d'enganyar... ! O potser ja saps que és mentida però que els teus seguidors són dropos i s'ho tragaran? 😳😳😳😳",Negativo,"['noia', 't', 'creus', 'fàcil', 'denganyar', 'mentida', 'seguidors', 'dropos', 'sho', 'tragaran']"
1.103090826652119e+33,RT @CDRCFlint2017: @324cat En realitat vol dir  Un guàrdia civil es va veure obligat a protegir un nen... de la resta de guàrdies civils ,Neutral,"['realitat', 'vol', 'dir', 'guàrdia', 'civil', 'veure', 'obligat', 'protegir', 'nen', 'resta', 'guàrdies', 'civils']"
1.0461530290015805e+34,"Cal no oblidar que el conseller d'Interior, Miquel Buch, va ser un peó de Carles Puigdemont per fer fora Marta Pascal de la direcció del PDECat i que el director general dels Mossos, Andreu Martínez, és el braç executor de Brauli Duart, home de la màxima confiança de Jordi Pujol.",Negativo,"['cal', 'oblidar', 'conseller', 'dinterior', 'miquel', 'buch', 'peó', 'carles', 'puigdemont', 'marta', 'pascal', 'direcció', 'pdecat', 'director', 'general', 'mossos', 'andreu', 'martínez', 'braç', 'executor', 'brauli', 'duart', 'home', 'màxima', 'confiança', 'jordi', 'pujol']"
1.0931113648502784e+18,"Els dos socis de govern es barallen públicament a les xarxes per tal de fer veure quin dels dos és més dur amb l'amo.  Quin espectacle senyors, quin espectacle.",Positivo,"['do', 'socis', 'govern', 'barallen', 'públicament', 'xarxes', 'veure', 'do', 'dur', 'lamo', 'espectacle', 'senyors', 'espectacle']"
1.1040628277011703e+34,He tingut que buscar a veure qui era aquest senyor i ja han posat a la wiki que és un masclista xddd https://t.co/00GjlKYIM8,Negativo,"['tingut', 'buscar', 'veure', 'senyor', 'posat', 'wiki', 'masclista', 'xddd']"
1.0374319600193208e+34,"Tinc la sensació que els presos se senten segurs allà dins. Si estiguessin lliures, els independentistes (els INDEPENDENTISTES, no de les tietes histèriques processistes) estaríem tota l'estona demanant-los explicacions sobre la traïció al poble del mes d'octubre de l'any passat.",Negativo,"['sensació', 'presos', 'se', 'senten', 'segurs', 'estiguessin', 'lliures', 'independentistes', 'independentistes', 'tietes', 'histèriques', 'processistes', 'estaríem', 'lestona', 'demanantlos', 'explicacions', 'traïció', 'poble', 'me', 'doctubre', 'lany', 'passat']"
1.0959903793699759e+34,6 dones denuncien a Ryan Adams per assetjament masclista. I quin titular fa Twitter?  👇 https://t.co/LfeMqwakwF,Neutral,"['dones', 'denuncien', 'ryan', 'adam', 'assetjament', 'masclista', 'titular', 'twitter']"
1.1035753654680207e+18,“Por” la que deurien passar les dones i homes dels presos polítics preventius quan van quedar soles i sols per tirar endavant les seves famílies durant tot aquest temps incert i injust. https://t.co/bYnP16tEFW,Positivo,"['por', 'deurien', 'passar', 'dones', 'home', 'presos', 'polítics', 'preventius', 'quedar', 'sol', 'tirar', 'endavant', 'famílies', 'temp', 'incert', 'injust']"
1.091850136790229e+33,"@josepuntcatFREE @Pipu1975 Però aquest home no està jubilat?  És de vergonya que la llei no és igual per tot.  Els jubilats no polítics que es dediquen a escriure o qualsevol altre activitat, són investigats per Hisenda.  La pensió dels polítics no te color amb la resta de mortals.  🤯",Neutral,"['home', 'jubilat', 'vergonya', 'llei', 'jubilats', 'polítics', 'dediquen', 'escriure', 'qualsevol', 'activitat', 'investigats', 'hisenda', 'pensió', 'polítics', 'color', 'resta', 'mortal']"
1.037073209445761e+18,"@gallifantes @Bernat_Castro Voleu xantatge emocional? Juguem: una companya de feina i jo no ens varem partir la cara perquè àvies dins un transport adaptat i per camins de carro, trobessim el col.legi del Pla de l'Estany més segur per elles (per evitar les hòsties) i puguéssin votar.",Positivo,"['voleu', 'xantatge', 'emocional', 'juguem', 'companya', 'feina', 'varem', 'partir', 'cara', 'àvies', 'transport', 'adaptat', 'camins', 'carro', 'trobessim', 'collegi', 'pla', 'lestany', 'segur', 'evitar', 'hòsties', 'puguéssin', 'votar']"
1.0359962871859528e+18,"Amenaçant els Hostatges, amenaça les seves famílies! #icetadimissió Confima que és un JUDICI POLÍTIC! Si ell ho reconeix, @sanchezcastejon també! #NoATot @KRLS @miriamnoguerasM @QuimTorraiPla @gallifantes @Pous @ramirp @XSalaimartin @CNICatalunya @BeatrizTalegon @RaholaOficial https://t.co/bl0HGkztk6",Positivo,"['amenaçant', 'hostatges', 'amenaça', 'famílies', 'confima', 'judici', 'polític', 'ell', 'reconeix']"
1.092193991347585e+33,"@xaviolivella I tu explica-li a tots els catedràtics i advocats que diuen que el Procés és un cop d'Estat del contrari. T'has cobert de glòria amb aquest argument! O com diria el meu pare, Apa noi!!😆😆😆😆😆😆😆",Negativo,"['tu', 'explicali', 'catedràtics', 'advocats', 'diuen', 'procés', 'cop', 'destat', 'contrari', 'thas', 'cobert', 'glòria', 'argument', 'diria', 'pare', 'noi']"
1.0961362129082532e+34,"Francesc Colomé: Proposta3: On cauen els alumnes és de 1r a 2n de batxillerat. Cal millor orientació. Proposta4: Beques compensatòries, perquè les famílies més necessitades puguin prescindir dels ingressos que aportarien els seus fills al seguir estudiant. #PerQueApostem https://t.co/4V5mEIVOl6",Negativo,"['francesc', 'colomé', 'proposta', 'cauen', 'alumnes', 'r', 'n', 'batxillerat', 'cal', 'millor', 'orientació', 'proposta', 'beques', 'compensatòries', 'famílies', 'necessitades', 'puguin', 'prescindir', 'ingressos', 'aportarien', 'fill', 'seguir', 'estudiant']"
1.097933838133547e+33,"Tres dones europees que van marxar a Síria per unir-se a Estat Islàmic, en el centre d’un debat a França i el Regne Unit en manifestar que volen tornar a casa amb els seus fills https://t.co/mD2w04805e https://t.co/yrTV6d8Abe",Neutral,"['tres', 'dones', 'europees', 'marxar', 'síria', 'unirse', 'islàmic', 'centre', 'd', 'debat', 'frança', 'regne', 'unit', 'manifestar', 'volen', 'tornar', 'casa', 'fill']"
1.096035303595348e+18,"@Karljacobibcn @QuimTorraiPla @junqueras Per descomptat que no, senyor demagog. L'autodeterminació està recollida al dret internacional, per sobre de la constitució. I Espanya la reconeix i reclama per altres territoris",Positivo,"['descomptat', 'senyor', 'demagog', 'lautodeterminació', 'recollida', 'dret', 'internacional', 'constitució', 'espanya', 'reconeix', 'reclama', 'territoris']"
1.0977844729032705e+34,"Perquè l'auge de VOX els dona vots útils, i fa baixar a Cs i PP, i els dona opcions a governar de nou. https://t.co/oCGGB5VYgz",Neutral,"['lauge', 'vox', 'dona', 'vots', 'útils', 'baixar', 'c', 'pp', 'dona', 'opcions', 'governar', 'nou']"
1.0976041916300943e+18,Som-hi 🤘👊  #TajaniPuppetOfFascism  Esperem que el senyor Tajani no estigui dormint i pugui veure's la cara associada al nostre hashtag 😂👊👊  @KRLS @QuimTorraiPla https://t.co/S2yONW61aH,Positivo,"['somhi', 'esperem', 'senyor', 'tajani', 'estigui', 'dormint', 'pugui', 'veures', 'cara', 'associada', 'hashtag']"
1.0975268596408524e+18,"El PSOE del diàleg, 😂😂 Nois anem bé, estàn molt nerviosos i están cometen greus delictes a drets polítics internacionals.  #ThisIsTheRealSpain ens farà la feina.  #LlistesUnitariesArreuJA https://t.co/G5Qv9S3TTQ",Positivo,"['psoe', 'diàleg', 'nois', 'anem', 'estàn', 'nerviosos', 'están', 'cometen', 'greus', 'delictes', 'drets', 'polítics', 'internacionals', 'farà', 'feina']"
1.1040027276365496e+34,RT @cunyat_catala: @arqueoleg Menys la cup! Quin fàstic de nens convergents.,Negativo,"['menys', 'cup', 'fàstic', 'nens', 'convergents']"
1.097547516910977e+33,RT @Davanglada: Qui és aquest senyor de la jaqueta Ralf Lauren? https://t.co/6fA2MZEy8I,Negativo,"['senyor', 'jaqueta', 'ralf', 'lauren']"
1.1040889057108212e+18,Ja podeu votar una de les 11 propostes de @HashtagsXRep avui escrites en clau feminista i amb veu de dona. Som-hi! ✊🏼✊🏼💜💜 #8M  #VagaFeminista8M https://t.co/bBQ3MfPAwM,Positivo,"['votar', 'propostes', 'avui', 'escrites', 'clau', 'feminista', 'dona', 'somhi']"
1.0989604791695114e+18,"A les portes del Suprem, a punt per entrar a escoltar el meu amic @jcuixart. En un dia com avui en què ser soci d’@omnium és un orgull. Orgull d’entitat, orgull de socis i sòcies i, avui com sempre, orgull que un home bo, de pau i ferm sigui el nostre president. #EndavantCuixart https://t.co/jeMpwgJNO1",Positivo,"['porte', 'suprem', 'punt', 'entrar', 'escoltar', 'amic', 'dia', 'avui', 'soci', 'd', 'orgull', 'orgull', 'd', 'entitat', 'orgull', 'socis', 'sòcies', 'avui', 'sempre', 'orgull', 'home', 'bo', 'pau', 'ferm', 'sigui', 'president']"
1.038828621627048e+18,"#PrimeraDiada pq sóc molt manta i no m'agrada la gent. Ni aglomerada ni en general gaire.. Però aquest any hi he d'anar pq hi ha gent a la presó per tirar endavant el q els vam demanar.. Així que sí, hi aniré amb el meu home, q tampoc no hi ha anat pq no és indepe.. O no ho era.",Positivo,"['pq', 'manta', 'magrada', 'gent', 'aglomerada', 'general', 'gaire', 'any', 'danar', 'pq', 'gent', 'presó', 'tirar', 'endavant', 'q', 'demanar', 'sí', 'aniré', 'home', 'q', 'anat', 'pq', 'indepe']"
1.103037048771019e+34,RT @dailia__: Ara Ella sí que ha actuat bé #detectiuconan3xl,Neutral,"['ara', 'ella', 'sí', 'actuat']"
1.0974567684253e+31,RT @vicrorMC: @324cat De vegades fa molt el ridicul aquest home,Negativo,"['vegades', 'ridicul', 'home']"
1.1027073130797096e+34,"RT @portdelcompte: Aquest personatge per mi es un inculte, un incompetent i un provocador. En el meu nom NO senyor .@MiquelBuch https://t.c…",Negativo,"['personatge', 'mi', 'inculte', 'incompetent', 'provocador', 'nom', 'senyor']"
1.0931854366993203e+34,Avui a Calabria 66 parlant de les conseqüències de l'ablació genital femenina. @AHCAMA_ gràcies per la vostra dificil feina. https://t.co/obPr0Pf2vP,Neutral,"['avui', 'calabria', 'parlant', 'conseqüències', 'lablació', 'genital', 'femenina', 'gràcies', 'dificil', 'feina']"
1.1041551972056104e+18,Un nou #8Mbarcelona històric. El feminisme és l’esperança de la humanitat. Aquí i arreu de l’estat grans mobilitzacions per fer front el masclisme i el feixisme. Emocionada de viure-ho amb la meva filla. El futur és feminista. https://t.co/20whXDgrx8,Positivo,"['nou', 'històric', 'feminisme', 'l', 'esperança', 'humanitat', 'arreu', 'l', 'gran', 'mobilitzacions', 'front', 'masclisme', 'feixisme', 'emocionada', 'viureho', 'filla', 'futur', 'feminista']"
1.104015375140864e+33,Amb dones com la @begoescribano l' #educaciosocial és moltissim millor. Gràcies Bego pel vídeo! #8M https://t.co/YNqjaPZNWU,Negativo,"['dones', 'l', 'moltissim', 'millor', 'gràcies', 'bego', 'vídeo']"
1.0989452640172032e+34,@emparmoliner Senyora. Potser els @ComunsFederals ja no parlen de referèndum perquè vostès han buidat de significat una paraula que abans es referia a un instrument democràtic i ara també es refereix a un simulacre privat d’un plebiscit imposat des de les institucions per una de les opcions.,Negativo,"['senyora', 'parlen', 'referèndum', 'vostès', 'buidat', 'significat', 'paraula', 'referia', 'instrument', 'democràtic', 'ara', 'refereix', 'simulacre', 'privat', 'd', 'plebiscit', 'imposat', 'institucions', 'opcions']"
1.1032026786315264e+34,"@Papallona15 @josepalay No pasará mai, per què lo que diu aquest senyor, com la majoria de coses que diu...és ridícul. Nomes apte, per membres de la secta que s'empassen tot.",Negativo,"['pasará', 'mai', 'lo', 'diu', 'senyor', 'majoria', 'cos', 'diués', 'ridícul', 'nome', 'apte', 'membres', 'secta', 'sempassen']"
1.0975135969788968e+34,"«Ser dona i negra no limita el meu univers literari, al contrari»  Avui l'escriptora Toni Morrison, premi Nobel de literatura, fa 88 anys:  https://t.co/RTTll43ALD",Negativo,"['dona', 'negra', 'limita', 'univers', 'literari', 'contrari', 'avui', 'lescriptora', 'toni', 'morrison', 'premi', 'nobel', 'literatura', 'anys']"
1.093089850302124e+33,"-Perdoni, -li dic al noi de l'entitat bancària -m'heu donat un bitllet macat pels colpistes.  -No pateixis,  és legal.   La independència avalada pel poder financer. Tot té un preu.   #freedomforcatalonia https://t.co/rlbbpebjE3",Neutral,"['perdoni', 'dic', 'noi', 'lentitat', 'bancària', 'mheu', 'bitllet', 'macat', 'colpistes', 'pateixis', 'legal', 'independència', 'avalada', 'financer', 'té', 'preu']"
1.0373781555715032e+18,"Em sembla que en @JoanTarda es mereix la jubilació, cal donar pas a noves generacions de politics que no canviïn el discurs cada dos per tres i que vagin directe a la independència per oblidar l’autonomia que sembla que a ell tant li agrada. https://t.co/hoIdIJhMgW",Positivo,"['sembla', 'mereix', 'jubilació', 'cal', 'donar', 'noves', 'generacions', 'politics', 'canviïn', 'discurs', 'do', 'tres', 'vagin', 'directe', 'independència', 'oblidar', 'l', 'autonomia', 'sembla', 'ell', 'agrada']"
1.0417667338230495e+34,"'Nou persones entre líders socials i polítics, com el meu pare, són des de fa més de 10 mesos en situació de presó preventiva. El seu delicte: convocar un referèndum'  El discurs d’Anna Forn a les Nacions Unides en què critica la repressió espanyola  https://t.co/12eUVINGp9",Negativo,"['nou', 'persones', 'líders', 'social', 'polítics', 'pare', 'mesos', 'situació', 'presó', 'preventiva', 'delicte', 'convocar', 'referèndum', 'discurs', 'd', 'anna', 'forn', 'nacions', 'unides', 'critica', 'repressió', 'espanyola']"
1.0960042163830415e+18,L'Enric Sirvent està proposat de testimoni al TS i també està personat amb lletrada de la nostra associació en denúncia als jutjats de #Lleida per l'agressió i l'omissió del deure de socors. La veritat els passarà per sobre i amb ella la dignitat #JudiciALaDemocràcia https://t.co/6C3Y3fbpxi,Positivo,"['lenric', 'sirvent', 'proposat', 'testimoni', 't', 'personat', 'lletrada', 'associació', 'denúncia', 'jutjats', 'lagressió', 'lomissió', 'deure', 'socors', 'veritat', 'passarà', 'ella', 'dignitat']"
1.1025995251585843e+34,"A la inauguració del #BrainFilmFest2019 veurem @LifeAnimatedDoc 'Life Animated', un entranyable i multipremiat documental sobre com les pel·lícules de Disney ajuden a l'Owen, un noi autista, a prendre decisions importants. 15/03, 18 h @cececebe  https://t.co/kDXuhTF5iv https://t.co/TX8RnFVqke",Neutral,"['inauguració', 'veurem', 'life', 'animated', 'entranyable', 'multipremiat', 'documental', 'lícules', 'disney', 'ajuden', 'lowen', 'noi', 'autista', 'prendre', 'decision', 'importants', 'h']"
1.096111645653377e+33,"RT @RepublicCatala: @naxoxan Ben preparats, ben segurs, tant ell com el seu advocat, però sobretot, amb tota la vericitat que li manca al f…",Neutral,"['ben', 'preparats', 'ben', 'segurs', 'ell', 'advocat', 'vericitat', 'manca', 'f']"
1.095979232990298e+34,"Carles Puigdemont dona ànims a Junqueras i afegeix:  A partir d'avui, jutges, fiscals i acusadors veuran i sentiran el que és veritablement una muralla democràtica.  https://t.co/yVc85g3PFj  #JudiciTV3CatRàdio https://t.co/uT78jZfqh5",Neutral,"['carles', 'puigdemont', 'dona', 'ànims', 'junqueras', 'afegeix', 'partir', 'davui', 'jutges', 'fiscals', 'acusadors', 'veuran', 'sentiran', 'veritablement', 'muralla', 'democràtica']"
1.1040388271680552e+34,"@raimmon4 @ANC_Mossos Què més dona el que t'expliqui, no ho entendràs i em saps greu perquè no entenc que no ho pogueu veure i entendre.",Negativo,"['dona', 'texpliqui', 'entendràs', 'greu', 'entenc', 'pogueu', 'veure', 'entendre']"
1.0920143657238405e+34,"@miquelstrubell Al franquisme no se, però amb ell segur... només fa que sortir, día si, día també a dir bejenades reaccionaries",Negativo,"['franquisme', 'se', 'ell', 'segur', 'sortir', 'día', 'día', 'dir', 'bejenades', 'reaccionaries']"
1.1029779433688105e+34,"La Núria Marrón va reunir cinc noies d'entre 17 i 20 anys per parlar del #8M, de les seves experiències i de la lluita que hi ha per fer, i només puc dir que quina canya! 💜 https://t.co/p9chUc40hQ",Negativo,"['núria', 'marrón', 'reunir', 'cinc', 'noies', 'dentre', 'anys', 'parlar', 'experiències', 'lluita', 'dir', 'canya']"
1.096096792175874e+34,"@lluisgibert @quimforn Exacte, es molt sintomatic, dona tristesa la veritat, no calia enganyar al poble, i si allò va ser un farol que cada cop està mes clar, el poble va cumplir i la sobirania nacional correspon al poble per tant han fer un frau electoral, toca reparar al poble, toda DUI.",Negativo,"['exacte', 'sintomatic', 'dona', 'tristesa', 'veritat', 'calia', 'enganyar', 'poble', 'farol', 'cop', 'me', 'clar', 'poble', 'cumplir', 'sobirania', 'nacional', 'correspon', 'poble', 'frau', 'electoral', 'toca', 'reparar', 'poble', 'toda', 'duo']"
1.1040386963225885e+18,"Un centenar de dones a Castelló reben a Pablo Casado amb el crit  La Plana serà la tomba del feixisme , obligant a canviar el lloc de l'acte en què participava.  SOU LES AMES DEL CORRAL I DEL CARRER, DE LA FIGUERA I LA PARRA, I DE LA FLOR DEL TARONGER.",Positivo,"['centenar', 'dones', 'castelló', 'reben', 'pablo', 'casado', 'crit', 'plana', 'serà', 'tomba', 'feixisme', 'obligant', 'canviar', 'lloc', 'lacte', 'participava', 'ames', 'corral', 'carrer', 'figuera', 'parra', 'flor', 'taronger']"
1.0359938595857162e+18,"És exactament això, car Juul. La senyora Maria com a excusa per no fer la independència i regalar-li l’alcaldia a Colau. Per fortuna, la gent ja comença a xiular quan escolta mandangues. https://t.co/43gyYbRvA2",Positivo,"['exactament', 'car', 'juul', 'senyora', 'maria', 'excusa', 'independència', 'regalarli', 'l', 'alcaldia', 'colau', 'fortuna', 'gent', 'comença', 'xiular', 'escolta', 'mandangues']"
1.104034923290202e+34,@CUP_AMB @cupnacional @abc_es @larazon_es @elmundoes Si....pero deprés al parlament no condemneu que a una dona li diguin Puta. Hipocritas.,Negativo,"['sipero', 'deprés', 'parlament', 'condemneu', 'dona', 'diguin', 'puta', 'hipocritas']"
1.1036239038832476e+18,"RT @miquelstrubell: Violència gratuïta, senyor Trapote. Aquí la té. #JudiciTV3CatRàdio https://t.co/GIrhq5zp8m",Positivo,"['violència', 'gratuïta', 'senyor', 'trapote', 'té']"
1.1030706150560728e+34,“Veure com els polítics processistes treuen partit de la repressió espanyola per intentar tapar les mentides que han dit els darrers anys dona una idea de la mena de monstres i de fracassos que el victimisme és capaç de generar.” https://t.co/Cn5u1hIlDm,Negativo,"['veure', 'polítics', 'processistes', 'treuen', 'partit', 'repressió', 'espanyola', 'intentar', 'tapar', 'mentides', 'dit', 'darrers', 'anys', 'dona', 'idea', 'mena', 'monstres', 'fracassos', 'victimisme', 'capaç', 'generar']"
1.1024755458817884e+18,"El Gobierno va intentar negociar amb els Franco l'exhumació, perquè amb fills de genocides que han afusellat i torturat s'hi parla, però amb governants independentistes escollits a les urnes, no. pedrosanchez, Europa pren nota.😊  https://t.co/pDZfxGZXVD via @larepublicaCat",Positivo,"['gobierno', 'intentar', 'negociar', 'franco', 'lexhumació', 'fill', 'genocide', 'afusellat', 'torturat', 'shi', 'parla', 'governants', 'independentistes', 'escollits', 'urnes', 'pedrosanchez', 'europa', 'pren', 'nota', 'via']"
1.102502062359806e+33,"José Antonio Nieto, ex-secretari d'Estat de Seguretat:  El senyor Trapero tenia una actitud de no voler col·laborar   https://t.co/9njY0m9VA3  #JudiciTV3CatRàdio https://t.co/GtyxfvBgMu",Neutral,"['josé', 'antonio', 'nieto', 'exsecretari', 'destat', 'seguretat', 'senyor', 'trapero', 'tenia', 'actitud', 'voler', 'col', 'laborar']"
1.0960287255383654e+18,"RT @miquelstrubell: Puigdemont  delegado del Estado , diu. Es diu MOLT HONORABLE PRESIDENT, senyor fiscal. #JudiciTV3CatRàdio",Positivo,"['puigdemont', 'delegado', 'estado', 'diu', 'diu', 'honorable', 'president', 'senyor', 'fiscal']"
1.10356771089655e+34,Centenars de nens iraquians són acusats de terrorisme pels seus lligams amb Estat Islàmic durant el govern de la milícia. Human Rights Watch denuncia confessions sota tortura https://t.co/adm2P3jeNU,Neutral,"['centenars', 'nens', 'iraquians', 'acusats', 'terrorisme', 'lligams', 'islàmic', 'govern', 'milícia', 'human', 'right', 'watch', 'denuncia', 'confession', 'tortura']"
1.1028983762224046e+34,@LlunaCatalana3 Es un traïdor fill de puta i segur que això ho pensen tots els estafadors de ERC,Negativo,"['traïdor', 'fill', 'puta', 'segur', 'pensen', 'estafadors', 'erc']"
1.10413692194356e+18,"Els sindicalistes espanyols del règim franquista del 78, com a grans  demòcrates  que són, insulten i banalitzen amb el nazisme contra els que volen i voten SÍ a un canvi social, polític i laboral a CAT. El règim del 78 caurà i amb ell els paràsits vividors de CCOO/UGT! #NOESPOT https://t.co/CtcwuLMn8j",Positivo,"['sindicalistes', 'espanyols', 'règim', 'franquista', 'gran', 'demòcrates', 'insulten', 'banalitzen', 'nazisme', 'volen', 'voten', 'sí', 'canvi', 'social', 'polític', 'laboral', 'cat', 'règim', 'caurà', 'ell', 'paràsits', 'vividors', 'ccoougt']"
1.0979488570051585e+34,"🔴 @324cat Un centenar de persones es concentren davant la comissaria de Mossos de Badalona. Protesten per la detenció d’en Marcel, un noi de 24 anys que es va manifestar el dia 29S en la manifestació de Jusapol. És membre de @GuanyemBDN. https://t.co/yGfHdM7bPQ",Negativo,"['centenar', 'persones', 'concentren', 'davant', 'comissaria', 'mossos', 'badalona', 'protesten', 'detenció', 'd', 'marcel', 'noi', 'anys', 'manifestar', 'dia', 's', 'manifestació', 'jusapol', 'membre']"
1.0368873415902944e+18,"@ebudo6566 @tv3cat @CatalunyaRadio Molt cert, jo va ser començar la temporada i desconectar de TV3 i Catalunya Ràdio, al moment. Sembla que Cañas es el tertúlia habitual dels mitjans de la Corporació. Al seu davant sempre contertuliants sense sang, sempre buscant la correcció política i ell desbocat com els buitre",Positivo,"['cert', 'començar', 'temporada', 'desconectar', 'tv', 'catalunya', 'ràdio', 'moment', 'sembla', 'cañas', 'tertúlia', 'habitual', 'mitjans', 'corporació', 'davant', 'sempre', 'contertuliants', 'sang', 'sempre', 'buscant', 'correcció', 'política', 'ell', 'desbocat', 'buitre']"
1.1029737562957824e+18,Aquest miserable ha vingut avui a carregar amb contundència contra el #MajorTrapero amb qui reconeix que tenia una relació  tensa .  En un cara a cara amb ell no tindria els nasos de parlar així. #JudiciFARSA https://t.co/n7gKgJrxAO,Positivo,"['miserable', 'vingut', 'avui', 'carregar', 'contundència', 'reconeix', 'tenia', 'relació', 'tensa', 'cara', 'cara', 'ell', 'tindria', 'nasos', 'parlar']"
1.0976349641186057e+34,RT @sergimulero: ▶️ Polèmica al Regne Unit per la noia britànica d'Estat Islàmic que vol tornar al país https://t.co/Xi8k4DCEhn https://t.c…,Neutral,"['polèmica', 'regne', 'unit', 'noia', 'britànica', 'destat', 'islàmic', 'vol', 'tornar', 'país']"
1.1028771203915324e+18,El #MajordoMillo parla de la trampa del Fairy...  De l’ús d’arts marcials per colpejar al clatell...  De dits i cames trencades als piolins... Diu que va demanar disculpes en nom de Puigdemont...  Aquest home és totalment foll...  Ha embogit!! https://t.co/juNCjq3rbY,Positivo,"['parla', 'trampa', 'fairy', 'l', 'd', 'art', 'marcials', 'colpejar', 'clatell', 'dit', 'cames', 'trencades', 'piolins', 'diu', 'demanar', 'disculpes', 'nom', 'puigdemont', 'home', 'totalment', 'foll', 'embogit']"
1.0974883399204044e+18,RT @oleosnogues: BOMBA: La dona de PePe Borrell implicada en aquest greu cas de finançament il·legal https://t.co/vBvrctLyjr #xcatalunya,Positivo,"['bomba', 'dona', 'pepe', 'borrell', 'implicada', 'greu', 'ca', 'finançament', 'il', 'legal']"
1.0921861269395087e+34,"@ramirp La meva mare es Andalusa, no arriba ni tan sols a llirista, però això sí, l1-O estava defensant la llibertat de votar que tan li havia costat assolir als espanyols.... I des que van empresonar els Jordis que té una bandera catalana al balcó i va perdre la fe en la seva Espanya.",Positivo,"['mare', 'andalusa', 'arriba', 'llirista', 'sí', 'lo', 'defensant', 'llibertat', 'votar', 'costat', 'assolir', 'espanyols', 'empresonar', 'jordis', 'té', 'bandera', 'catalana', 'balcó', 'perdre', 'fe', 'espanya']"
1.1036729253187584e+34,"@xeniagarciatc I saps molt bé que demà les dones que més pateixen la desigualtat i la precarietat laboral demà no es podran manifestar. Per això,la millor eina per a reivindicar la igualtat és anar a treballar i demostrar com de capaces són. A més, a la desigualtat se la combat amb política.",Negativo,"['demà', 'dones', 'pateixen', 'desigualtat', 'precarietat', 'laboral', 'demà', 'podran', 'manifestar', 'aixòla', 'millor', 'eina', 'reivindicar', 'igualtat', 'treballar', 'demostrar', 'capaces', 'desigualtat', 'se', 'combat', 'política']"
1.1037601664770948e+18,"@btvnoticies Al Poblenou, Barcelona, hi havia molts avis aixi. Es cridava, passadís quan arribaven i les muralles humanes s'obrien x fer-los passar. Molts es van emocionar de poder votar i sortien dient llibertat, o he votat! Un orgull 💛",Positivo,"['poblenou', 'barcelona', 'avis', 'aixi', 'cridava', 'passadís', 'arribaven', 'muralles', 'humanes', 'sobrien', 'x', 'ferlos', 'passar', 'emocionar', 'votar', 'sortien', 'dient', 'llibertat', 'votat', 'orgull']"
1.095950069772288e+33,"Recordeu! 👉CLAUS DEL JUDICI POLÍTIC 🎙@Assoc_Atenes 📆14/02/19, 19.30h 📍El Torín Olot 🤝100% partits i entitats #unitat 🆕Amb... 🇧🇪@toni_comin EN DIRECTE! 👮‍♂️@albertdmcat Donaire @ANC_Mossos! 😘@annadecancrous germana del MHP @KRLS! #FakeTrial #JudiciFARSA #JoAcuso @neusmatamala https://t.co/LTlGPi6Wsm",Neutral,"['recordeu', 'claus', 'judici', 'polític', 'h', 'torín', 'olot', 'partits', 'entitats', 'directe', 'donaire', 'germana', 'mhp']"
1.1027075390268212e+18,"Un altre no vist. Esc. Projecte BCN. #UFP  Polis fent  el pasillo  a dos nanos mentres els treuen fora el cordó. El 2 noi de negre, després del de blanc. Fàstic. #1oct https://t.co/U7CmVySxQs",Positivo,"['vist', 'esc', 'projecte', 'bcn', 'polis', 'fent', 'pasillo', 'do', 'nanos', 'mentres', 'treuen', 'cordó', 'noi', 'negre', 'blanc', 'fàstic']"
1.1034059910838107e+34,"Foto de fa uns dies al CAP. Em va posar els pèls de punta veure que tantes dones havien agafat el paperet amb el teléfon, i ja només en quedava un de trencat. https://t.co/UgueNrQMqF",Neutral,"['foto', 'dy', 'cap', 'posar', 'pèls', 'punta', 'veure', 'dones', 'havien', 'agafat', 'paperet', 'teléfon', 'quedava', 'trencat']"
