Texto_preprocesado,Sentimiento
Brutal El misteriós jove que porta 77 nits donant la ‘bona nit’ als presos de  “M’he autoimposat venir fins que siguin lliures”  via        ,Positivo
  El Sr Moreno Bonilla president andalús intenta confrontar o dividir ciutadans per raó dorígen o de lús duna llengua El que proposa és inconstitucional Tots els que viuen a Catalunya són catalans amb independència del seu orígen  ,Negativo
Hi ha quatre estaments que tenen radicalment prohibit ficarse en política jutges militars policies i monarquia  Aquí són l’avantguarda de l’ i l’extrema dreta  Per això també el Regne d’Espanya és un estat il·legítim     ,Positivo
José Antonio Nieto exsecretari dEstat de Seguretat  Hi va haver un escenari de resistència més gran del que havíem previst     ,Neutral
Nou episodi del xou de  al Parlament Ara poseuli so i recordeu que aquest espectacle el fan amb el salari públic que els hi paguem entre tots  ,Positivo
Vam viure episodis dassetjament violència i intimidació  Enric Millo ha denunciat lactitud  violenta  dalguns CDR i ha acusat Carles Puigdemont de tenir  una actitud suïcida  amb el referèndum La seva declaració en 10 frases aquí   ,Neutral
 Segueix en directe la compareixença de la portaveu del govern Elsa Artadi   ,Neutral
  Tot arribaràtot arribarà i els mentiders cauran ,Positivo
Sé que queda molt bonic dir allò de  el Procés no sha de resoldre per vies judicials  sobretot per ferte perdonar pels qui es creuen que Catalunya és seva Però si es peten les lleis com van fer no hi veig pas cap altra possibilitat,Negativo
RT   Has fet tard  Molts moteros ja no volem saber res de tu Apa fatxa adeu  ,Negativo
      És que no es fa és fals,Negativo
RT  Girauta aplana el camí perquè Arrimadas sigui la candidata per Barcelona a les eleccions espanyoles ,Positivo
Gran defensa de Quim Forn deixant Fiscalía i Abogacía del Estado pel terra Fins i tot el president de la sala els ha hagut dintervenir en varies ocasions davant preguntes absurdes Això no és un judici sinó una farsa  ,Positivo
Conferència premsa sobre els xats de la judicatura ”Des de  exigim explicacions urgents del govern espanyol Exigim que el CGPJ investigui l’abast d’aquestes actituds de tics franquistes dins la judicatura”  200918  ,Positivo
   Només  espero que algún dia tota aquesta gent ja no visqui a Catalunya,Negativo
  Quina barra   Si fa quatre dies jugàveu juntets a fervos fotos Ara ja no sou amiguets,Negativo
3 Per fer memòria el govern de Rajoy va aprovar una llista de mesures  que el Senat va modificar  Perquè és el Senat espanyol qui fixa  la relació taxada de mesures  del 155 just el contrari que ara afirma el Tribunal Suprem,Negativo
Amenaçant els Hostatges amenaça les seves famílies  Confima que és un JUDICI POLÍTIC Si ell ho reconeix  també            ,Positivo
Prepareuvos encara falten alguns piolins  fentse les víctimes declarant més fantasies No saben que estan fabricant més indepes i inflamant el foc que els cremarà,Positivo
Si després de tot el que ens estem empassant     no tireu endavant un pla UNITARI oblideunos el 28A ,Positivo
Sembla que per Ernest Maragall el CAP del Raval el dentista municipal o rebaixar un 40 el preu dels enterraments també són  política petita  Com pot pretendre ser alcalde de Barcelona  ,Negativo
RT  Troben un grup de flamencs a la recuperada platja de Cubelles al Garraf   Javier Velasco ,Negativo
El Brexit pesadilla del ‘Catexit’ Fernando Vallespín   via ,Negativo
Què han fet les  reines de la tele  durant la jornada del 8M ,Neutral
RT  Després de les injustes agressions dahir amb el  collage  de les fotos només se macut dir  ,Negativo
 1No tothom sap fer política 2 No tothom és persona 3 Utilitza la seva imatge la seva molt Honorable per fer campanya 4Un cop més  ha quedat ben retratada,Positivo
El gobierno tanca l’espai aeri de BCN per evitar imatges de la Diada No ens coneixen als catalans En tindrem per aturar un tren Ara mateix des del meu despatx ,Negativo
Jo sóc més de Zotal que de ,Negativo
 PERFIL  Inés Arrimadas la líder tenaz que dinamitó el bloque constitucionalista en Catalunya  Por  ,Negativo
Segons els d ERC aixo de la independencia va per molt llarg i cal preocuparse dels problemes que importen a la gent  no se amb quins diners si Espanya ens roba els nostres impostos  ,Positivo
 Catalunya triunfanttt tornara ser rica i plenaaaaagracies por hundirla cada dia un poco mas sou uns cracksdel desastre  ,Negativo
I tant que cal recordar aixo no a nosaltres sino als ultras defensors de la Constitució ,Negativo
  Eleccions Sindicals del professorat de lensenyament públic de la Generalitat de Catalunya Vota amb criterí Vota   No confonguis els colors ,Negativo
 I tu explicali a tots els catedràtics i advocats que diuen que el Procés és un cop dEstat del contrari Thas cobert de glòria amb aquest argument O com diria el meu pare Apa noi,Negativo
 La diputada  ha participat en la tertúlia de ràdio La Brúixola per comentar lactualitat política Texpliquem tot aquí  ,Negativo
 Llàstima que no vegin que encara no ho som Enyoro lesperit de labraçada David FernándezArtur Mas,Negativo
RT  Avui alguns  també shan manifestat per lequiparació    ,Positivo
Quanta dignitat fortalesa i convicció darrere un vidre a  Hem vist la  ferma i preparada amb ganes de que sigui el seu torn per parlar davant el Tribunal Suprem després de tants mesos silenciada     ,Positivo
 Sis motos es triguen a denunciar 10 milisegons Deuen ser que molesten als cotxes,Negativo
 Una vaga sorgeix de baix a dalt no al contrari de dalt a baix això es diu polititzar just el que heu fet vosaltres molt bé encara que aquesta vaga no ha tingut tant dèxit,Negativo
Que a una setmana de la diada la Fiscalia demani dos anys i mig de presó per a onze membres dels CDR no és casualitat Els fa por la gent i la seva mobilització però lhan cagat Aneu on vulgueu a la Diagonal o la concentració de la CUP però contra el feixisme no podem callar,Positivo
El TSJC demana a la fiscalia “depurar les responsabilitats penals” pels “atacs” dels CDR a les seus judicials  ,Neutral
La setmana passada vam acompanyar  i el  a la presentació de l’ sobre els  Aquí us deixem un petit recull de fotos d’en  ,Negativo
Francesc Colomé Proposta3 On cauen els alumnes és de 1r a 2n de batxillerat Cal millor orientació Proposta4 Beques compensatòries perquè les famílies més necessitades puguin prescindir dels ingressos que aportarien els seus fills al seguir estudiant  ,Negativo
RT  50è aniversari  Per molts anys conseller       ,Positivo
 activitats a   lectura del manifest del  de  Plaça M Àngels Rosell  carrers amb noms de   ,Negativo
RT  Voleu la independència doncs no voteu a les castellanes I a les eleccions de la Generalitat no torneu a votar mai més part…,Positivo
La  donem suport a la   Cal que amb la  construïm un pla de lluita conjunt i decidit des de baix que lligui la lluita contra la repressió i pels drets democràtics amb els nostres drets socials i laborals   ,Positivo
RT  Feu un cop d’ull a  A veure si al final resultarà que la base sí que s’ha eixamplat ,Negativo
RT  La manifestació de la Diada ha superat les 400000 inscripcions aquest diumenge al matí  ,Negativo
RT  Lliures propone concurrir a las generales con una  candidatura unitaria  del catalanismo   ,Negativo
  Un gran polític que demanava presó per a uns nanos per lassalt al Parlament I tu dius que ets desquerres Puaf,Negativo
Tres dones europees que van marxar a Síria per unirse a Estat Islàmic en el centre d’un debat a França i el Regne Unit en manifestar que volen tornar a casa amb els seus fills  ,Neutral
Missatge den Pep Guardiola en anglès català italià i alemany      Femlo córrer RT ,Positivo
   Per descomptat que no senyor demagog Lautodeterminació està recollida al dret internacional per sobre de la constitució I Espanya la reconeix i reclama per altres territoris,Positivo
Perquè lauge de VOX els dona vots útils i fa baixar a Cs i PP i els dona opcions a governar de nou ,Neutral
7  Heu despertat el feixisme  ens va dir un idiota Pagarán preu molt alt per aquest menyspreu per preferir conservar lestructura territorial monolítica dun Estat agònic abans que obrirse a moviments q tenen com a objectiu primer conquerir i defensar llibertats Sense treva,Positivo
REFLEXIONS En els 9 anys de procés que he viscut hi ha hagut molts debats centrals Avui els debats son 1independència pactada o unilateral 2estat lliure associat o independència total La clau de tot som la gent el carrer FIL,Positivo
Orgull de país   Dedicat als 45000 espanyols feixistes que es van manifestar el diumenge passat A veure si apreneu dels que en sabem    ,Positivo
RT  Com sentén que un govern pregoni que anem a la vaga i el mateix govern ens apallissa durant la vaga,Positivo
   A mi també em desconcerten per això encara no els he votat mai De totes formes si no es presenten podria ser que molta gent indepe no votés el 28 i llavors és regalar vots als feixistes ,Positivo
José Antonio Nieto exsecretari dEstat de Seguretat  No hi va haver cap ordre de retirada de lactuació policial     ,Neutral
RT   Digueli a la teva iaia que  que ara sí què fem la  I a més ,Positivo
No és això La raó q simposa no enamora i linsult no apropa aïlla I si magrada qui tot i diferent vol caminar plegat x arribar lluny La justa denúncia d la injustícia i la solidaritat amb els encausats no és  forta xq siguem  purs sinó x ser  i x ser  fraternals ,Negativo
Marlaska advoca per reformar acusacions com la de Vox ,Neutral
22 de febrer 1615 hores Ocine Les Gavarres  Estrena del film Com ensinistrar un drac 3 en            ,Neutral
 Avui  e  han atès als mitjans de comunicació després de la reunió amb el grup parlamentari de Cs a Catalunya  ,Negativo
 Doncs en Torra i el parlament sempre tancat no diguem,Negativo
En què cony dha convertit aquest pais Abans qui acusava tenia que aportar probes Ara qualsevol pot acusar de qualsevol cosa obligant a laltre a demostrar la seva inocència Puta democràcia espanyola,Negativo
Dia 19D Privat de llibertat  Estem amb tú   La veritat serà la força de les teves paraules El poble està unit       ,Positivo
Somhi     Esperem que el senyor Tajani no estigui dormint i pugui veures la cara associada al nostre hashtag     ,Positivo
Aquesta és la Barcelona acollidora Colau pura demagogia i postureig La seva nefasta política ha creat un col·lapse total  ,Negativo
   Hi ha persones q lluiten un dia i són bones Nhi ha daltres q lluiten durant un any i són millors Nhi ha algunes q lluiten molts anys i són encara més bones Però nhi ha q lluiten tota la vida aquestes són les imprescindibles”B Brecht  ,Positivo
 Els fiscals de lEstat volen convertir ser soci dÒmnium en un nou delicte del codi penal Està clar que no saben que  és llengua país igualtat educació drets socials i República   Acusem lEstat Festen soci     ,Positivo
José Antonio Nieto exsecretari dEstat de Seguretat  No vam rebre informació detallada dels ferits per part de la Generalitat  Hi vam accedir quan es va aplicar el 155    ,Neutral
EN REPRESENTEN completament  Neix La Remor nova entitat sobiranista que aposta per la desobediència civil La plataforma molt crítica amb els partits i les entitats independentistes i prepara un gran acte per a l1 doctubre ,Positivo
El PSOE del diàleg  Nois anem bé estàn molt nerviosos i están cometen greus delictes a drets polítics internacionals   ens farà la feina   ,Positivo
Borrell amenaça amb  suspendre la teràpida de libuprofè  si lindependentisme posa condicions  impossibles  com reconèixer el dret a lautodeterminació o la llibertat dels dirigents empresonats ,Neutral
No la societat catalana no està dividida al 50 Està 80 a 20 entre partidaris i contraris al dret d’autodeterminació  Està 80 a 20 entre defensors dels drets civils i partidaris de la represssió i la presó Està 80 a 20 entre partidaris de la república i de la monarquia,Positivo
  Rajoy Sáenz de Santamaría Colau i Torrent citats a declarar la setmana que ve en el judici del procés  ,Neutral
Busqueu parella lingüística presencial o virtual per practicar el  Si sou de Tarragona Reus Valls o el Vendrell ho teniu fàcil a les seus d hi tenim punts dinformació i inscripció del   ,Positivo
     Votar a les generals no és legitimar locupació espanyola és ser pràctics i aprofitar tots els ressorts del poder Està clar que aquí no farem la independència perquè els nostres polítics tenen por Doncs boicotegem el govern del país ocupant,Positivo
Respecte a la validesa del graduat escolar a  el nombre dalumnes que abandonen  és més alt que els que suspenen les proves  La pregunta és què avaluen els centres educatius         ,Negativo
RT   Menys la cup Quin fàstic de nens convergents,Negativo
Antonio Tajani impedeix la conferencia de Carles Puigdemont i Quim Torra per al Parlament Europeu la  possibilitat de violencia  i lEstat Espanyol els hi treu lescorta  porque no hay peligro de agresión   Si digues el que penso hauria de declarar a lAudiencia Nazional,Negativo
 La secretària judicial Montserrat del Toro sobre el 20S  Se oía el ruido típico de un tumulto   Seria aquest   ,Neutral
Qui ha donat el tret de sortida a la presentació ha estat l’actriu Ariadna Camps que ens ha dedicat la lectura d’un dels capítols Mireu que bonic  ,Neutral
RT  Puigdemont fa una crida a la mediació internacional per forçar Espanya a negociar ,Positivo
 Perdona amb Campuzano i Pascal no farem res Tinc un greu problema no sé a qui votar perque tinc clar que ni ERC ni PDeCAT Ja mexplicaras que faig,Positivo
La concentració davui a Barcelona dopositors a Maduro ha comptat amb la participació de polítics del PP PSC i Vox No cal afegir cap més comentari oi,Positivo
1 Lamarga lliçò del 27O va ser constatar levidència q una proclamació dindependència no equival a independència real Vam descubrir q hi ha una multitut de factors que hi incideixen Temps tindrem per valorarho tot amb deteniment Però tambè va tenir un aspecte positiu,Positivo
Mossos i Guàrdia Urbana inicien loperatiu  permanent  contra el top manta a Plaça Catalunya ,Neutral
   La convocatòria deleccions ha arribat tard Sánchez va dir que les convocaria quan guanyés la moció de censura i no ho va fer Va optar per intentar governar Espanya amb aquells que volen trencarla  ,Negativo
Netejar per on han passat persones que no pensen com tu Ha de ser horrorós convertirse en quelcom pitjor que el que critiques ,Negativo
El coronel Pérez De los Cobos coordinador policial durant el referèndum admet que van usar la força a la  immensa majoria  descoles l1O via  ,Positivo
La segona setmana de judici es podria dividir en dues etapes la declaració dels exconsellers i l’interrogatori a Jordi Sànchez  ens avisa que la vinent serà una setmana força llarga   ,Neutral
Lalliberament dels presos ha arribat  als titulars de molts diaris internacionals  gràcies a la vaga general contra el judici al procés Ja veureu hi haurà una sentència europea  ,Positivo
RT  Qui és aquest senyor de la jaqueta Ralf Lauren ,Negativo
Sempre recordaré el  de lany passat A la feina surto ap descans i veig q han entrat a les nostres institucions i hi han detencions  Haig de marxar vull ser a BCNLa meva cap no em va deixar i la jornada va ser infinita Però al vespre a   No vam fallar ,Positivo
RT   Es pronuncia així GOLPISTA,Negativo
Helena Janeczek escriptora sobre la creació de la marca Robert Capa  La idea no era només ser famosos sinó tenir més espai i més visibilitat per la causa republicana      ,Neutral
Avançar les eleccions autonòmiques trenca amb la inèrcia duna posició que no ens ha ajudat A partir dara votarem com a actors de 1a fila de la política espanyola en igualtat de condicions amb les CCAA que ja exerceixen eixe dret ,Negativo
RT  Otro q recula d la Republiqueta fake  Estic emocionada‼ Ploraré i ploraré  d risa  ,Negativo
   Vajalo bo és que alguns encara se las empassen  ,Negativo
  Molt bona pregunta Per donarse la gran vida com Campuzano Tardá Rufian etc etc Per això no vaig a votar,Positivo
RT   Ho diu el mhp que no fot ni brot i semporta un dineral per enfrontar i senyalar gent fas fàstic ,Negativo
La Delegación del Gobierno ha concedit el permís per a la contramanifestació ultra contra l Aplec de Camp de Túria  Es tracta dun fet molt greu agressions físiques amenaces i odi espanyolista autoritzat i consentit pel règim   ,Positivo
 I anirà a dinar a casa de la seva família tan ample Els volen els mentiders a Can Millo  ,Positivo
RT   Filo feixisme encobert mateix argumentari que VOX quin fàstig feu,Negativo
  Bueno el problema es que el Parlament Espanyol està bloquejat per els interessa a ells als espanyols els catalans no han fet caure cap Govern en el primer s’ha negociat la sortida del PP perquè a volgut el PP en la segona es una estratègia del PSOE negociada,Negativo
Què hi feia el Bou a una mani indepe  1 Feia vaga de PP 2 Per primera vegada a la vida volia anar a una mani de debò 3 Volia estudiar ladversari 4 Tip del taxi  volia conèixer gent normal Tenia 50 Euracos a punt per ferne donació a algun indepe,Positivo
RT   Fàstic molt fàstic Un representant repugnant del feixisme mes caspós,Positivo
Començo a fer els més d 3000 km d viatge x estar amb vosaltres x la   Ja estic emocionada d pensarhi Serà la primera però segur q no lúltima Per fi trepitjaré terra catalana després d tants mesos     ,Negativo
Aquesta setmana hem renovat aquest basòfia per 2 anys més,Negativo
La meva rebesàvia era dArganda del Rey Això deu explicar el meu posicionament polític dacord amb la teoria antropològica de lindependentisme ,Negativo
Es reprèn la declaració dEnric Millo exdelegat del govern espanyol a Catalunya Segueix el judici del procés en directe Vídeo        Àudio        Minut a minut    ,Neutral
RT  Marchena no deixa que Benet Salellas desmunti les  que Millo a relatat extensament,Positivo
  Delator El problema es tenir uns polítics covards que diuen que volen fer la República i desobeir i que  després a lhora de la veritat els i faltan ous fins i tot per fer una votació a mà alçada,Negativo
La IntersindicalCSC i la IACCATAC tots dos sindicats sobiranistes aconsegueixen la majoria de delegats sindicals a la Gene   El mes de maig el sobiranisme ha de conquerir les Cambres de Comerç i lAjuntament de BCN  Cal que conquerim tots els centres de poder a Catalunya,Positivo
OPINIÓ «Més enllà del Judici» larticle de  sobre el judici i la manca destratègia de lindependentisme  ,Neutral
RT  Seguiu a  que després preguntareu ,Negativo
Us convoquem a tots aquest dissabte a les 1300 a Köln x reivindicar la República Catalana El Conseller a l´exili Lluís Puig assistirà a la manifestació i en acabat presentarà el Consell per la República        ,Neutral
Ja podeu votar una de les 11 propostes de  avui escrites en clau feminista i amb veu de dona Somhi     ,Positivo
RT  Amb una ‘aturada de pais’ cuatre perfomance i un concert de Txarango amb Lluís Llach s’implementa la República,Negativo
No poden ser més losers Fer bandera de la repressió pur victimisme en vena La política catalana està malalta i ens arrosseguen a tots La revolució per triomfar ha de començar a casa ,Negativo
A les portes del Suprem a punt per entrar a escoltar el meu amic  En un dia com avui en què ser soci d’ és un orgull Orgull d’entitat orgull de socis i sòcies i avui com sempre orgull que un home bo de pau i ferm sigui el nostre president  ,Positivo
 pq sóc molt manta i no magrada la gent Ni aglomerada ni en general gaire Però aquest any hi he danar pq hi ha gent a la presó per tirar endavant el q els vam demanar Així que sí hi aniré amb el meu home q tampoc no hi ha anat pq no és indepe O no ho era,Positivo
Amb l’ i el  al  vivint el primer dia d declaracions dels nostres presos polítics   ,Neutral
       Ho sento aquesta vegada no Paso de votar als pagafantas de la dreta catalàna procesista,Negativo
I la matinada de divendres a dissabte tot de tractors es van despistar i van col·lapsar lAP7 i els autocars que pujaven cap a BCN no van poder passar    ,Positivo
José Antonio Nieto exsecretari dEstat de Seguretat  Tot es podria haver evitat acatant el mandat judicial    ,Neutral
M’heu fet tornar a plorar com una magdalena a milers de kilòmetres de distància Això no ho atura ni la repressió policial l’exili o la presó Som una força imparable que empeny i farà caire un  caduc i en descomposició   ,Positivo
RT  La Guàrdia Civil investigava el procés des del 2014 ,Neutral
 És que de vegades em sembla sorprenent la quantitat de coses que tenen els diners com a barrera dentrada sobretot quan són coses tan elementals i bàsiques com un sostre Ho tenim naturalitzat i no entenc per què és tan inqüestionable,Negativo
      Me voy a dejar la piel COM LES SERPS   Au vés vés a fer xivarri al   i  deixa tranquil el   De bons records cap ni un Passiho bé i bona tarda     ,Positivo
RT  Ara Ella sí que ha actuat bé ,Neutral
Las caretas van caient Em semble perfecte  tu on has danar és amb la Grisso a explicar la teva vida sexual i deixar lAlcaldia que et va molt grossa Adeu fins mai ,Negativo
  No vull ser millor que ningú Només dir el que penso i fiscalitzar els polítics que és la meva feina I si no fan el que compleixen ho dic I si no us agrada us foteu,Positivo
El jutge i la secretària del jutjat 13 admeten ara que duen un any mentint i ocultant informació sobre els seus intents d’impedir el referèndum  ,Positivo
 Aixó no es cap VAga  Es una xumineria més de les vostres Ni soc indepe ni segueixo a unassessí com Sastre,Negativo
Vea la violencia nacionalista y la indignación de los catalanes sencillos Ací té el resum de lo que ha passat avui a Catalunya convocatòria de vaga per un assassí ,Negativo
RT  La posada de llarg de Valls catalanista maragallista i gendarme El meu article a  ,Negativo
RT  No tinc paraules El Govern aposta per pactar amb Espanya el referèndum dautodeterminació ,Positivo
Ni al mejor guionista de humor que en el cine hubiera se le ocurriría ésta memez Bueno al gran Azcona y al gran Berlanga ya en vida se les ocurrían éstas genialidades   Creen un grup de pregària pels presos polítics amb motiu del judici ,Negativo
RT    Colló amb els adalids feixistes Mireu si tenen lEGB o el certificat del parvulari o algo,Positivo
RT   Fake news un cop més I el pitjor de tot és que ve del president de la Generalitat,Negativo
RT     Patétic Sr Torra faci bondat i no begui tant,Negativo
Guaidó carrega contra Maduro pel tracte despectiu contra els eurodiputats ,Neutral
7 Enviaria el missatge al món que en no poder doblegar els catalans lEstat actua com una dictadura invalidant el resultat de les urnes deposant un President i dissolent un Parlament elegits democràticament  En altres paraules substituint la democràcia per totalitarisme,Positivo
És  en estat pur Enèrgic i assertiu Clar i contundent Turull a l’atac    ,Positivo
   Aquí el Convergent donant lliçons dètica,Negativo
RT  Labandonament escolar prematur es redueix a la meitat en 10 anys a Catalunya  ,Neutral
RT     Molts ànims a tota la familia  Si els partits  i els polítics no ho esguerren  guanyare…,Positivo
Dels creadors de  les polítiques socials són prioritats menors  arriba els 2200M€ per Catalunya dels pressupostos generals de lEstat son  política petita  ,Negativo
 Sempre es el mateix campanyes mediatiques per donar la impresió a la població que es fa molt La realitat es que no es cert LAtenció Primària necessita un augment de pressupost consolidat del 25 x entumar totes les necessitat en salut de la població La resta es vendre FUM,Negativo
Un dels punts importants de la política de Manuel Valls és la recerca constant d’un enemic L’enemic poden ser els gitanos romanesos els musulmans i aquí són els catalans  explica lescriptor Patrick Farbiaz ,Negativo
Als pensionistes que posen o treuen llaços grocs els han retallat igual la pensió els han pujat el preu de la llum o dels medicaments  Cap pensionista amb Rajoy i Casado cap amb Mas i Puigdemont,Negativo
RT   De vegades fa molt el ridicul aquest home,Negativo
Escriviulos Que els seus carcellers sàpiguen que els estimem molt    ,Positivo
El cap de la Guàrdia Civil durant l1O recorda en el  que es va demanar als Mossos dEsquadra precintar els col·legis electorals abans del referèndum perquè no hi entressin els votants ,Positivo
 Dues pedres Els boomerangs tornen,Negativo
   Quines garanties processals té el judici després de veure les pèssimes condicions del trasllat a Madrid de veure les mofes de la Guàrdia Civil i la limitació de drets dels presos polítics   ,Positivo
RT  Aquest personatge per mi es un inculte un incompetent i un provocador En el meu nom NO senyor  ,Negativo
   Es necessita gent per poder aturarlo Ara mateix  Passeig Vall dHebron 210       ,Positivo
RT   Lavi del meu marit té 96 anys De la lleva del biberó Encara és viu ,Neutral
Concentració a Terrassa i homenatge als represaliats  El terrassencs recorden que Josep Rull ha fet els 50 anys a la presó       ,Positivo
AMB LA SEGURETAT NO ES JUGA  Gravíssimes acusacions mentre  tira pel dret per dissoldre els antiavalots de la Guàrdia Urbana     ,Positivo
Demà a les 7 del matí segona part de l’ Sabreu què van dir els jutges espanyols de la justícia alemanya quan es van quedar sense Puigdemont ,Positivo
 Cs són dolents ,Negativo
El partidopopular indignat per la visita del MHP Puigdemont al  És comprensible la democràcia i els demòcrates elshi produeix allergia severa i insuficiència respiratòria El  és més de rebre feixistes com Vox,Positivo
 No sé 51 anys tot canvia massa ràpid Quan comences a dominar algu  rapidament surt una altre cosa nova  suem tinta Jo era la reina del boli,Negativo
Avui a Calabria 66 parlant de les conseqüències de lablació genital femenina  gràcies per la vostra dificil feina ,Neutral
  Tu parles de lleis i jo parlo de dignitat Passarieu per sobre amb els vostres tractors si Europa no ens estigues mirant ,Negativo
RT  Apareixen més pintades nazis a cases de Terrassa amb estelades ,Neutral
Un nou  històric El feminisme és l’esperança de la humanitat Aquí i arreu de l’estat grans mobilitzacions per fer front el masclisme i el feixisme Emocionada de viureho amb la meva filla El futur és feminista ,Positivo
Dolça Catalunya alcanza las 100000000 visitas   vía ,Negativo
A l’ se li ha girat feina   A Palo Alto les beceroles de Silicon Valley a California també n’hi ha    ,Negativo
El govern d’ va prometre 8000 habitatges i només n’ha acabat 700 Em comprometo a tornar al ritme de construcció del darrer alcalde socialista amb 4000 habitatges per mandat ,Negativo
En defensa dels nostres drets polítics i laborals per la no discriminació per raó de gènere per un salari mínim de 1200€ per la derogació de la reforma laboral del PP per la llibertat dels presos polítics Aturemho tot El proper 21F a  fem  ,Positivo
El Partit Demòcrata al Senat hem presentat una moció exigint al Gobierno la DIMISSIÓ de la Secretaria d’Estat per a  després de comparar el referèndum  amb una violació   ,Positivo
 Don surt aquest text Totalment dacord que sigui quin sigui el text sha de votar per blocs,Negativo
Crec que Espanya encara no entén el canvi que ha provocat Els indepes  vells  hem passat de la animadversió a Espanya al odi i els indepes nous han passat del  no hi tinc res en contra  a la animadversió I molts dels que no eren ni són indepes comencen a veure què és Espanya,Positivo
   Dons a mi em fa gràcia que s´han llenÇat tiras dauradas com fan a molts lloscs quan guanya algu i estàn dient que es grocsimbol llibertat presos polítics,Positivo
Portem 4 dies de judici i no hi ha ni 1 proba que demostri el que estant acusats els nostres polítics electesTot es una farsa Tot divagacions i voltes a coses sense cap consistencia I porten mes d’un any a la presó Es un putu escandol   ,Positivo
 Al carrer surto tots els dies i mimporten zero les vostres merdes pocavergonyes,Negativo
  Precisament intentes modificar conceptes històrics per tal de justificar un resultat psicosocial personal Ex els britànics exterminaven als autòctons no queden casi indis a amèrica per substituirlos per colons i tu parles de seducció,Negativo
   Aixó mateix el   remedial secesión   que penso que es el que Puigdemont te al cap i espero amb el meu cor d´ara i de totes les meves vides pasades que sigui així i ho fagin,Positivo
RT  El president del govern espanyol Pedro Sánchez ‘El 155 va ser com un bàlsam per a la societat catalana’  ,Positivo
Els feixistes lo primer que es carreguen sempre és la llibertat d’expressió que és la llibertat bàsica que possibilita les altres Compte Manifestarse no és delicte piular i rapejar tampoc Els atacs a TV3 també va per aquí,Negativo
  a     ⁠ ⁠⁠ ⁠   final de la concrntració ,Neutral
Forn assegura que les mesures previstes pels Mossos l1O estaven al pla dactuació que es va lliurar a la magistrada  que no va posar cap objecció  ,Positivo
Tot el poble ho votará A mí em sembla democracia pura i dura ,Negativo
Ahir vam visitar ledifici malalt del passeig Sant Joan  Us hi heu fixat mai Porta 6 anys amb els balcons amb xarxes protectores i ara tot ledifici està connectat a la corrent del carrer  ,Negativo
 La revolució democràtica que va començar a BCN sestén per tot el país   Enhorabona a tots els candidats i candidates que han estat escollits   La  avança quan la ciutadania prenem la iniciativa ,Positivo
Xq Ada Colau va al judici Xq interesa q digui putus indepes que paguin pel q han fet O algo Xq no trobo relació directe es l’alcaldesa de Bcn xq no va l’Alcalde de Lleida Si m’equico corregiume,Positivo
Pere Aragonès  Al llarg daquests 88 anys els dirigents dERC han patit la repressió per part de lestat espanyol Macià Companys Tarradellas Irlai avui Oriol Junqueras personifiquen aquest fil roig de compromís amb aquests valors de compromís de llibertat i justícia  ,Neutral
 TV3 ha de ser una televisió pública que respecti la neutralitat ideològica i a la majoria de catalans que no se són separatistes TV3 distorsiona constantment la realitat per donar una imatge dEspanya que no és ,Negativo
Ningú no sap com es fa pacíficament una independència però la manifestació porta anys disposada a esbrinarho i a continuar insistinthi Si Espanya és violència dir que no a la violència és continuar dient no a Espanya ,Positivo
RT  Si vols lindependencia no pots votar ERC que ho tingueu clar Rt massiu sisplau Prou ,Positivo
Amb dones com la  l  és moltissim millor Gràcies Bego pel vídeo  ,Negativo
Guia del judici acaba Pérez de los Cobos i la secretària judicial del 20S pren el relleu  ,Neutral
 Senyora Potser els  ja no parlen de referèndum perquè vostès han buidat de significat una paraula que abans es referia a un instrument democràtic i ara també es refereix a un simulacre privat d’un plebiscit imposat des de les institucions per una de les opcions,Negativo
  Nosaltres no renunciem mai al diàleg Podem parlar de tot en un marc legal perquè s’han de respectar les regles del joc Creiem que no hi ha una altre via per intentar solucionar el problema La solució és seure i apropar posicions  ,Negativo
Des de quan defensar lautodeterminació és un delicte el dret a lautodeterminació és en si mateix un instrument de resolució de conflictes  ,Positivo
     No és incompatible Es pot votar tots els cops que faci falta i desobeir quan convingui,Positivo
  sobre el relator  No pot ser el lehendakari donat que el govern basc té interessos a negociar amb el govern espanyol i no podria mantenir una objectivitat completa   ,Neutral
Pillada per letiqueta XD ,Neutral
 Enric ni cas Els de l’ADN superior viuen d’escampar mentides i tenir enganyats els seus seguidors  Els catalans que no hem embogit estem al teu costat al costat de la raó i confiem que paguin pel mal que han fet a la nostra gent i la nostra terra  ,Negativo
Green Left Weekly  és un digital australià que publica un blog on es segueix en anglés el dia a dia del judici als presos polítics catalans i informacions que tinguin relació amb el cas Sactualitza constantment Prego fer difussió ,Positivo
RT  Próximo conseller de la Generalitat ,Negativo
En aquest judici no hauria de tenir cap però cap mena de valor provatori el que pugui dir un testimoni perquè tots són o eren càrrecs polítics de la funció pública i la testifical és doncs parcial A casa volem proves documentals La resta és un bluf,Negativo
RT  El capità del  Àlex Granell  dedica la victòria a Madrid 12 als presos polítics ,Positivo
RT  Lorena Roldán substituirà Inés Arrimadas al capdavant de Cs a Catalunya ,Positivo
   On es van fer concerts On la gent es va manifestar pacíficament al costat d’ un gran nombre de  als que per cert no van avisar del registre No hi havia CAP INTENCIÓ D’ IMPEDIR L’ ACCIO JUDICIAL No hi va haver violència contra ningú,Neutral
