Texto_preprocesado,Sentimiento
 ¿Dictadura indepe Quien sabe quizás alguno de tus hijos se vuelve indepe ¿lo aceptarías,Positivo
EEUU sanciona a Cuba para reducirles poder financiero y Cuba en respuesta ordenan que en Venezuela secuestren al periodista EEUU Cody Weddle  Luego Jorge Arreaza declaró persona no grata al Embajador Alemania y ellos rápidamente le responden  esto les agravará la situacion ,Neutral
    Sirven para 3 cosas 1 Dar el Ok vinculante o no a un acuerdo previo como dices 2 Dar un mandato político a ls políticos para q cambien la ley o intituciones en un sentido u otro Brexit 3 Ratificar o suspender una ley aprobada por los diputados Suiza  Ls 3 son buenos no,Positivo
RT  Triste pensar que em alguns anos esse cara estará se despedindo dos gramados ,Neutral
Un grito bien alto y claro  Me voy a dejar la piel para que Albert Rivera sea presidente de España   ,Negativo
RT  La actitud de los CDR en el paro de país daña el discurso de los presos ante el Supremo ,Negativo
   se presenta a las    Me voy a dejar la piel para que  sea presidente del Gobierno de España  No sólo tú  también al completo somos  El  España  será  y comenzará una    ,Negativo
 Continúan hablando de la población catalana como si fuera una masa sin criterio Escuchad a  cuando dice que no somos ovejas A mi no me ha hecho indepe ni TV3 ni la Gene ni la ANC Me ha hecho indepe el PP Cs 12 PSOE el Borbón GC PN AN TS TC TSJC13,Positivo
Sánchez parece haber cruzado el Rubicón al aceptar el relator exigido por los independentistas Incluso miembros del PSOE y medios afines están cargando contra él  Iñaki Gabilondo  ¿Tan desesperado está el presidente   ,Negativo
  Me temo que muchos indepes creen que Otegi es un hombre de paz A otros nos parece un cínico que cuando vio que la vía del asesinato en serie no arrojaba los resultados esperados se puso el disfraz de humanista  Opina Ramón De España ,Negativo
 Nunca conseguirá nada dialogando con los independentistas y hay dos razones muy evidentes  Ellos tienen muy claro lo que quieren  Usted no tiene ni idea ,Positivo
En lo recóndito de la selva dispara contra los pemones porque cree q no tienen dolientesen contraposición con su actitud en la frontera con Colombia donde están los medios Miserable entre los miserables la justicia tiene q alcanzarte ,Neutral
 Es imposible mantener que los PGE estaban pactados  con los golpistas  cuando  los golpistas  votaron LO MISMO QUE TÚ a esos Presupuestos Melón,Negativo
RT  Te cuentan las manifestaciones independentistas dándote cifras falsas de participación ,Positivo
 Bulo o no buloporque es una mancha ser independentista Estais enfermos los q pensais asi,Positivo
El centrocampista se va a Japón y sostiene que las lesiones han perjudicado su carrera ,Neutral
RT  Mientras el juicio los separatistas anuncian OTRA huelga general para el jueves ,Negativo
  Hay dos modelos de país y eso es lo que está en juego el próximo      Uno que avanza y otro que retrocede    Uno luminoso y otro en blanco y negro    ,Negativo
RT  “Fechar os partidos do Foro é a MEDIDA MAIS URGENTE a ser tomada pelas autoridades brasileiras”   ,Neutral
Lo que no te cuentan las  una embotelladora argentina de Coca Cola entró en crisis Porque otra embotelladora también argentina y de Córdoba invirtió en 2018 creció y le sacó mercado Además va a exportar Libre competencia   ,Neutral
En el Reino Unido ponen en su sitio a Junqueras por pasarse de listo La International Churchill Society  Churchill tuvo muchas cosas que decir sobre la democracia pero nada parecido a las palabras de Junqueras entre sus discursos y sus escritos  ,Negativo
 Pues espero que la moción de censura sea presentada Este govern inefectiu debe ser debidamente castigado,Positivo
 prepara sanciones a bancos extranjeros que traten con  ,Neutral
  Perfectamente alineados con el pensamiento de los trillizos De q tener miedo si no ganan pueden ser cuatrillizos y todos a una contra los perversos indepes,Positivo
RT  En manos d separatistas y en manos d populistas d extrema izquierda q puede ir mal  ,Negativo
El primer denunciado debe ser el abogadocómplice de los golpistas que divulgó su cuenta de Facebook sabiendo que iba a ser reprendido inmediatamente por Marchena en una maniobra premeditada y malintencionada Apuntó para q otros actuasen Es un cerdo ,Negativo
Marchena acaba de interrumpir a Nieto cuando iba a desvelar que la violencia policial del 1O fue para impedir que a nivel internacional se supiera la cantidad de catalanes que queremos la independencia,Positivo
          Si creen las feminazis que con pintaditas nos amedrentamos es que no conocen la fuerza de la   Estamos con vosotros compañeros,Negativo
   La Ciudad Condal ha sido asesinada por unos políticos incapaces de resolver un contencioso sobre el futuro de la movilidad  por   ,Negativo
es que en los tres casos se negaba el acceso de un grupo indios en el primer caso negros en el segundo a sus derechos políticos más básicos no había diputados indios en el Parlamento británico ni diputados negros sureños en el Congreso americano ni negros a secas 4,Negativo
Agradecemos al Gobierno de Croacia el apoyo a la  y el rescate de la democracia que estamos promoviendo con base en nuestra Constitución    ,Neutral
 Lo peor no es q nos llame borregos sino q declare bajo juramento q el independentismo es violento,Positivo
RT  Los  son de ideas fijas tienen convicciones muy fuertes y son muy difíciles de convencer Si están segurosas de algo…,Neutral
 Desde luego cuando podría haber visto esta tertulia entre intelectuales con invitados de honor jajajaja  Qué decadente es el independentismo,Negativo
Puigdemont se suma al linchamiento independentista contra Millo ,Negativo
Y tanto Putin le abandona La cuenta atrás de Maduro ha bajado a cerca de su final  tiene más cerca la democracia ,Negativo
Castellví  Puigdemont dijo que entendía nuestra posición pero dijo que había un mandato del pueblo para el referéndum   Salí frustrado porque si subía la escalada de violencia podría haber conflicto   Puedes seguir el  en directo   ,Positivo
Dijo Torra el domingo que él no sabía nada de Convergència que no estaba en esa época Tranquilo el PDeCAT también está imputado en el caso 3 Hay mucho que tapar en la  que mañana toca declarar   ,Negativo
Es normal q los presos políticos catalanes no les dejen entrar un portátil en la cárcel Q se jodan Si quieren usar ordenadores q se vayan a su casa como lo hacen los de la Manada,Positivo
 Brincadeira A gente pode discordar o quanto for mas nunca senti desrespeito da tua parte e espero nunca ter te desrespeitado mas se o fiz peço desculpas Eu ainda te amo thmnsisisis tu é um amor,Neutral
Tarragona es constitucionalista  Nuestra capital no quiere lazos q mientan q España no es democrática  Resistencia Alta Tabarnia libera la ciudad dos horas han durado ,Negativo
Mi conversación con  uno de los fundadores de UPyD para el  Desde ópticas ideológicas diversas se puede coincidir en el terreno del sentido común que es lo que hoy está amenazado en España por progres chavistas y separatistas ,Negativo
  Antonio de la Torre  Goya al mejor actor dedicó unas palabras a los políticos presos y a Cataluña  ,Negativo
    Claro La culpa de que gane la derecha y que millones de personas voten VoX es de los indepes  no es de los millones que votan El PSOE se ha hecho caca por una mani de 45000 pax de la ultraderecha Es por eso que no hay presupuestos Porque se han cagado,Positivo
 Con el 155 os cargásteis el voto de toda la vida Aquel voto donde las personas  se levantan para ir  al colegio electoral votan con todas sus esperanzas y eligen el futuro que desean  El 155 es lo más antidemocrático que hemos vivido desde la transición,Positivo
  PUES para vencer al fascismo NO VALEN LOS EXTREMOS como ha demostrado el bipartidismo sino el CENTRO REPITO CENTRO y por una razon muy sencilla el fascismo NACIONALSOCIALISMO es una mezcla de dos ideologias lo nacional y lo socialista,Positivo
En el mismo instante q te dicen  eres admirable  x el hecho de dejar todo para ayudar a que tú pareja en su trabajo y algo más te educan en q la prioridad es la otra persona  Si tu pareja ya está bien asentada no te anima y ayuda a tu independencia piensa x qué y para qué,Positivo
RT  Repugnante  El nacionalismo ayudó a encubrir los abusos en Montserrat ,Negativo
Cambia Venezuela por Cataluña y Estados Unidos por España y te parecerá que en vez de escuchar a Maduro escuchas a Torra o Puigdemont  ,Negativo
RT  Gasto de governo Bolsonaro com publicidade é menos de 1 de Lula Dilma e FHC juntos ,Neutral
Independentistas radicales de Sant Pol de Mar Barcelona agreden con extrema violencia a varias mujeres de la brigada de limpieza Segadors del Maresme al grito de Españoles de mierda con la certeza de que los mossos golpistas no les tocarían ni un pelo    ,Negativo
 ¿Que Oriol Junqueras dice que “ama” a  Aquí os dejo las amenazas a la economía española y por extensión a todos los españoles que profirió no hace mucho Para “amar” a España se le nota MUY POCO  Dentro vídeo de la vergüenza   ,Negativo
Sólo un tercio de los consultados apuesta por aplicar el artículo 155 para resolver el conflicto ,Neutral
Aclaratoria  Desde La Causa R en España queremos aclarar a la comunidad venezolana en España y a los Partidos políticos ONGs asociaciones instituciones no gubernamentales tanto españolas como Venezolanas q el Sr Luis Ortiz   no forma parte de nuestro partido ,Negativo
La ayuda humanitaria no entra en Venezuela y Maduro rompe con Colombia ,Neutral
Mercedes Milá resurge en  Liarla Pardo  buscaban su anti independentismo y se encontraron a una Mercedes antipablocasado  ¿Un 155 ilimitado Así no prefiero irme y ser independentista  ,Positivo
Estoy en la ciudad de la justicia de Barcelona por trabajo y aún huele todo a mierda por el estiércol que echaron los independentistas Han tenido que cambiar parte del suelo ¿Y esto quién lo paga,Negativo
 La ley prevalece sobre la democracia  La ley prevalece sobre la convivencia  La ley prevalece sobre todo  Esta puta ley que asegura la monarquía y perpetua un régimen putrefacto de privilegios franquistas  Esta puta ley que nos apalea y nos esclaviza ,Positivo
     Es que no vamos contra los catalanes pero tú no sabes que cuando se vota se hace lo que la mayoría quiere Pues eso es la democracia y si la mayoría queremos independencia hay que respetarlo,Positivo
“Amo a España” dice el golpista Junqueras Los que amamos a España no tratamos de liquidar España ni damos golpes de Estado contra nuestra democracia ni decimos que los catalanes tenemos genes distintos a los del resto de españoles como hace usted Cinismo puro ,Negativo
 Siento profunda pena por los presos políticos catalanes LLevan en la carcel un años y medio y este es el juicio que están teniendo CERO respeto por el TRIBUNAL SUPREMO CERO Son unos sinvergüenzas comprados,Positivo
RT  O que Bebianno quis dizer com a frase “eu não sou Marielle” Veja,Neutral
Hoje meu pai acordou bem e animado Agradeço aos médicos efermeiros fisioterapeitas e todos os envolvidos em sua melhora Pela manhã só notícias boas Muito obrigado a todos pelas orações e carinho Um forte abraço a todos e até mais tarde,Neutral
RT    Claro pobre ser como compañera no hay manera de tener se ha apuntado al fascismo para tener comp…,Negativo
La Corte Suprema de Brasil niega de nuevo la libertad a Lula da Silva ,Neutral
  No habría nada que decidir se ha limpiado el pueblo de lo que Vds permiten poner en todos los espacios públicos incluido el propio Ayto de propaganda independentista y a favor de unos políticos presos que han dado un golpe de estado No nos cuenten historias el pueblo limpio,Negativo
RT   Esto pasa por no declararlos ilegales ¿para cuando se va a prohibir el fascismo ¿O es que siempre nos gobe…,Positivo
Arrimadas podría compensar el abandono de Cataluña con un tirón e  otras zonas de España con un discurso más juvenil Pero la dinámica electoral en España no juega a su favor El peso de Cataluña es necesario,Negativo
  Para ser la barrera del Islam desde los albores de los tiempos parece que al “dinero morito” no les hacen ascos en   El grupo iraní que financió a Vox una organización apoyada por líderes occidentales pese a su pasado terrorista  vía ,Positivo
Por inexistencia de abogados y jueces constitucionalistas el PP se vio obligado a nombra a Fco Perez de los Cobos Juez del Trabajo Presidente del TConstitucional  Verdad que se parece al Odiador Profesional del Mayor Trapero ,Positivo
Como cojones teneis tanto material escolar yo llevo desde octubre sacando los apuntes con un boli que se dejó el profesor en mi mesa ,Neutral
1 A los Santi Vila e hiperventilados una aclaración  La estrategia del 1O estaba basada en la sentencia del CIJ caso Kosovo La independencia era posible y necesitaba de un plebiscito homologado La homologación del 1O no fue posible por la GCPN a las órdenes de Rajoy,Positivo
Muy buenas a todes Tal vez aquí todo el mundo lo sabe ya pero acabo de descubrir una forma fácil de buscar tweets  Si quietes buscarlos de una persona en concreto usar el  from  con su arroba  Por ejemplo  fromStiby2    Encuentra todos los tweet míos con el HT,Neutral
Segundo  disse Bebianno  Tenho vergonha de ter acreditado nele Bolsonaro É uma pessoa louca um perigo para o Brasil”   Jura que descobriu isso sozinho Sherlock Só agora QUE NOVIDADE Até parece que era segredo que Bolsonaro não bate bem ,Neutral
 No necesitamos TVs  No necesitamos radios  No necesitamos prensa  No necesitamos medios intoxicadores que nos odian     Todos unidos en una gran red contra los enemigos de España  Todos con   ,Negativo
    ¿Sabe Si un español de Cádiz se va a vivir a Amsterdam y se empadrona allí no dirá que es holandés ¿Por qué pretender usurpar el “ser catalanes” por hacer lo mismo en Cat Catalán es el indepe lo demás es empadronamiento y otro expolio más,Positivo
 Las noticias deberían permitirse ser  dadas las que son verdad las que son mentiras o son tergiversadas a drede deberían estar prohibidas Esa gente será la oposición golpista y criminal que tienen muchos muertos ya a su cargo,Positivo
El comentario del día de   La fiscalía hace discursos muy peliculeros  ¿Pero no se han visto los del  en el espejo Le refrescamos la memoria            ,Negativo
Puigdemont NO podría ser detenido en el Parlamento Europeo      Según el protocolo sobre privilegios e inmunidades la Eurocámara es un edificio “inviolable” Esto quiere decir que un policía ni siquiera podría entrar para ejecutar por ejemplo una euroorden ,Positivo
 Nooo por amor de Dios el matrimonio de Galapagar noo que sigan el porche de su casa a la luz de la luna No me puedo imaginar nada de nada con Podemos   ,Negativo
Torra y Puigdemont se han convertido en una especie de dúo cómico que repite la misma gracia todo el rato si no estás conmigo eres facha  El problema es que cuando repites el mismo chiste muchas veces cansas al personal y te mandan a paseo  Pues eso ,Negativo
David López haurà de passar pel quiròfan  David López deberá pasar por el quirófano  David López must undergo knee surgery   Info        ,Positivo
RT  TV3 reconoce por primera vez que la declaración de independencia fue fake ,Neutral
A los que  hiperventilais  por el NO a los presupuestos de los indepes ¿Donde estabais con el 155 y los presos políticos,Positivo
   La democracia está por encima de la ley  EL JUEZ   Eso es una falacia no hay democracia sin ley ,Negativo
No aceptaremos lecciones de democracia de quienes dieron el golpe en Cataluña Hace un año y medio aquellos que están siendo juzgados nos robaron la democracia Aquí otro nuevo vídeo de   ,Positivo
   Ha estado genial  le ha dado mil vueltas a la fiscalia Nuestros presos políticos y exiliados son muy inteligentes son un orgullo Joder para q los tengan cerrados no hay derecho,Positivo
No subirá el diésel  no subirán los impuestos no nos hipotecaremos más no habrá concesiones especiales a los independentistas el CIS volverá a ser de todos  Me dá que pronto empiezan los viernes negros en TVE ,Negativo
 FALSO Los tratados internacionales firmados por España pasan a formar parte del cuerpo legislativo constitucional España firmó el Pacto Internacional por los derechos civiles y políticos 1977 Punto,Positivo
Abrimos una petición en  para conseguir que las tres proximas presidencias de las tres instituciones principales de la  sean   Firma aquí          ,Positivo
Empezamos en  con  y pendientes de las explicaciones de  sobre la sociedad patrimonial oculta durante su etapa de concejal de    ,Positivo
    Salir salir salir eso quiere Mayoral y cía mientras viven de lujo   no sólo es protestar a estos políticos a los que votas exígeles,Negativo
  Un ignorante populista Qué raro no Y dice que Iara enterarse hay que ver las noticias venga a dormir  ,Negativo
Los Bancos y las Multinacionales ya no contratan a partidos y políticos hoy en día montan a sus propios partidos y compran a los más rancios para revenderlos como nuevos   ,Positivo
  Muchas gracias a ella por decir la verdad y que los golpistas se coman una rebelión de 20 años,Negativo
   Aparte de votar Mira como cumple su obligacion d evitar el referendum incautar las urnas identificar responsables ,Negativo
¿y porqué no sacaste a tus amados presos de la cárcel eh valienteee Ayyyy milhomes ,Negativo
   Quiero ser el candidato de las clases medias para defender el trabajo Nosotros sabemos lo que es el esfuerzo y por eso queremos premiar a quienes lo hacen bien y castigar a los que se saltan las leyes   ,Negativo
Évole dando lecciones elementales de democracia parlamentaria a Maduro Lecciones de las que algunos lideres políticos españoles podrían tomar nota,Positivo
     PINOCHET FRANCO HITLER LENNIN MAO ETC Todos estos golpistas publicaron su golpe de estado Me estas diciendo que si no lo hubieran hecho se consideraría que no dieron dicho golpe,Negativo
   Desde luego esto es increíble el interés que hay en este país por Venezuela con la mierda que tenemos aqui que nos salen franquistas de debajo de las piedras con vox decidiendo sobre cómo gobernar presos políticos en democracia anda explícaselo,Positivo
   Uy Esa manía de apoderarse del gentilicioni que todos los catalanes fuéramos separatistas El demonio sois los que creen que hay que desinfectar a alguien por pensar o ser diferente,Negativo
Todo el apoyo a nuestro compañero amenazado de muerte por un radical en una carpa en Argentona  Basta de coaccionar a quienes creemos en nuestra democracia Basta ya de hacer creer que Cataluña es solo del separatismo Cataluña es de todos  ,Negativo
Empoderadxs  Ain vamos pedir o impeachment do Bolsonaro   Pessoa normal  Ele desviou bilhões da Petrobrás Comprou o legislativo com dinheiro de empreiteira   Empoderadxs  Não ele postou um vídeo expondo a putaria que é nossa maior festa popular   Ah  ,Neutral
45 segundos bastan para desmontar los miles de millones invertidos por golpistas  Pd Se llena la boca  hablando del  poble de Cataluña  obviando que   ganó las elecciones     ,Negativo
 España cada día se parece más un parque zoológico político Es normal que mucha gente vote a partidos políticos con gente en la carcel por corrupción  Barcenas Rato etc y encima digan que ellos son los salvadores del reino,Positivo
RT  Esta es la nómina de una comunista que da lecciones de justicia social y democracia ,Negativo
Tu deseo es de donde  a los cuerpos se alía  lo animal con la gracia  secreta  de mirada y sonrisa     ,Positivo
  El apoya GOLPISTAS  el que se compró el carnet de conducir en Gibraltar  Puro postureo de marketing ,Positivo
Suerte que me explicas desde Venezuela que Puigdemont sí que ha cometido algún delito Por eso España se ha comido con patatas la orden europea de detención  Veo que el nivel del periodismo en Venezuela es similar al de la meseta ,Positivo
Otegi aboga por que PSOE  repita la fórmula  actual de Gobierno tras el 28A en la que  el independentismo sea decisivo  ,Negativo
  En el Reino Unido no hay Constitución No se hizo contra nada De hecho aquí tampoco El referéndum NO es delito NO está expresamente prohibido por ninguna ley solo lo ha hecho una interpretación partidista y ultranacionalista del TC,Positivo
RT  via   Puntos de salida para la movilización de hoy   ,Neutral
Su vertiente de escritora en gallego ha sido premiada por el nacionalismo gallego que celebra el Día de las Letras Galegas el 17 de mayo de cada año rememorando la publicación de la obra Cantares galegos   ,Negativo
 Lo gordo es que es lo que quieren los independentistas Estoy segura que han provocado las elecciones ahora para que sean con todo el revuelo del juicio y todo sea más agudo,Positivo
   En defensa de la democracia  los derechos sociales por la igualdad Real y efectiva  El próximo   Yo voto   UNIDAS PODEMOS ,Positivo
RT  1º ministro de Bolsonaro demitido Gustavo Bebianno Assista no  gt ,Neutral
  Casado presumía de que gracias al PP este juicio se está celebrando en el Tribunal Supremo y no en el Tribunal Superior de Justicia de Catalunya ¿Dónde queda la separación de poderes y independencia judicial    ,Positivo
Ahora que leo esto de Raül Romeva he recordado una cosa mientras los medios españoles criticaban que los independentistas estuvieran al lado de un coche de la guardia civil abierto y con armas dejar un coche así era infracción de los agentes ,Positivo
RT  Comunismo y fascismo son hijos del mismo espíritu totalitario que aborrece la libertad,Negativo
RT   Puigdemont es un delincuente VOX NOOOO sr TORRA,Negativo
Tanto os cuesta entender QUE SEGUIMOS OCUPADAS POR LAS FUERZAS ARMADAS La 155 sigue de incógnito Menos lamentos nuestra vida mientras dure está OCUPACIÓN ha de ser un 1O sin interrupción  ,Positivo
  Durante todo el  procés  han ido siguiendo las estrategias del nazionalsocialismo de Hitler punto por punto Es lógico que sigan con las mismas Como cuentan con la absoluta ignorancia de los de la tribu pueden jugar a que eso es  democracia ,Negativo
             Es que no lo estás viendo ahora Por qué ese no es el Millo y os está dejando a la altura del betún golpistas jajajaja,Negativo
Qué gracioso Nieto intentando interrogar a Melero   Sí es cierto pero ¿sabe Ud que  y Marchena  vamos a ver Sr Nieto Ud no puede preguntar ni debatir con los letrados    ,Positivo
 He visto todas las pelis españolas  Cuál te ha gustado más  A Star Is Born  De qué va  De una gitana lesbiana  Taluego,Neutral
 El libro de  es un verdadero despropósito Es el peloteo máximo hacia uno mismo Los políticos hacen libros de política no memorias hagiográficas ,Negativo
 aunque no duerma de aquí a las elecciones Esta batalla tenemos que ganarla Somos más y más sensatos Animode aquí a las urnas con orgullo y educación,Negativo
Que dice la Comandante Silvia Gil que por favor no divulguemos la foto de la Vice Presidenta Carmen Calvo con el tricornio Tranquila Comandante no la divulgaremos HA HA HA          ,Positivo
 Estamos en la cárcel por nuestras ideas  Las mismas ideas que Rufián Tardáy no están en la cárcel  Por votar el 1O  También votó Ada Colau por ejemplo y no está en prisión cacaculopedopis Franco Franco Franco ,Negativo
Declaració de Nieto Secretari destat  no se hospitalizó ningún Policía  Declaració de Trapote cap de la Policía  ningún Policía fue hospitalizado    no tho diem només els independentistes tho diuen  els teus    ,Positivo
En el  procés  los políticos han pasado de decirlo todo a decir cada uno una cosa Si hay un plan no lo explicarán y es deseable que no lo hagan explicar un plan hace que sea más difícil que se cumpla,Positivo
 Sinceramente no sé qué pinta arrimadas en Waterloo reuniéndose con Puigdemont salvo que sea para traérselo preso,Positivo
 Son incapaces de hacer esta autocrítica Prefieren continuar con el victimismo Están en un bucle de mentiras falsedades y autoengaños Les costará salir de eso El problema es que la mediocridad de nuestro govern nos arrastra a todos,Negativo
Este PSOE no tiene pies ni cabeza Es peor que Podemos Ya mismo se irá de Ferraz a Paseo de Gracia   El PSOE votará esta tarde en contra de penalizar los referéndum ilegales  vía ,Negativo
Saben que si tumban al Rey que es quien más alto y más contundente defiende la Constitución tumban la democracia No lo vamos a permitir ,Negativo
  “Para mí sería justicia poética después de tener un Gobierno con Sánchez y el separatismo que el próximo presidente de España fuera ” Vamos a por el    ,Negativo
 Parece que los indepes padecen de supremacismo  Jordi Pujol lo hizo con los andaluces “hombre poco hecho que vive en miseria cultural mental y espiritual” Torra contra todos los españoles “víboras hienas con taras en el ADN colonos” Y aquí T Carbonell  ,Negativo
RT  ¡TIEMPOS DE CAMBIO Meganálisis 842 de los venezolanos apoyaría un gobierno de transición  ,Neutral
  Se hubieran bajado los pantalones ya más de lo que ya se los han bajado por un partido que es culpable tanto de la existencia de presos políticos como de muchas de las miserias que hay en este país,Positivo
Gracias a hoy muchos ya sabéis que Juan Antonio Nieto es el lumbreras que intentó parar un referéndum con policia porras violencia y muchos palos  El mundo debería conocer semejante personaje,Positivo
RT  Deus há de me surpreender ,Neutral
   Yo les voté solo teníamos PP y ellos el 155 fue 155 por eso no me quedó otra que Cs,Negativo
 Alfonso Guerra exige a Sánchez  mantener la dignidad  de España  Critica el  desatino  del relator para Cataluña            ,Negativo
    Cert pintades del 155 no hi ha cap ‍,Positivo
Por causa de sua escassa participação no plenário é considerado um dos membros da  bancada Hello Kitty  alusão ao personagem infantil que não tem boca De acordo com o site da Câmara a última fala de Carlos Bolsonaro foi no dia 12 de setembro de 2017  ,Neutral
RT  Atenção  Minha mãe mandou você namorar cmg,Neutral
OPINIÓN  Las mentiras de Pablo Casado sobre Cuba el paro los independentistas la inmigración y los Presupuestos  Por  ,Positivo
El economista Josep M Duran analiza el nivel de presión fiscal en  ,Positivo
La Guardia Civil acude al Parlament para buscar información sobre el 1O Alguien está desesperado por encontrar pruebas que justifiquen la farsa del juicio al procés y tener a varios independentistas en la cárcel sin haber cometido delito   ,Positivo
  BASTA de pseudointeligentes o cultos comentarios son una cortina de humo aqui tenemos 12 verdugos de la democracia encarnada en en primer lugar los catalanes  PSOE colaboracionista desde el TRIPARTIT¡¡,Positivo
  anuncia que intentará ser la cabeza de lista por Barcelona de  el  y ,Negativo
Inscrevase no canal do youtube do jornalista  e tenha conhecimento de assuntos importantes do cotidiano político brasileiro ,Neutral
Buenos días   A partir de las 1000 se inicia el pleno en el    Síguelo en       ,Negativo
 también ha criticado al candidato de  las élites  a la Alcaldía de  Manuel   ,Neutral
 A ver si lo pillas   La gran mayoría de los jubilados no tienen planes de pensiones privados porque no se lo pueden permitir  Los jubilados tienen pensiones públicas que el partidopopular puso en riesgo por esquilmar la Hucha de las Pensiones   ,Positivo
El proximo 8M no espereis ver muchas pancartas condenando estás atrocidades Pero si lo publicamos las feministas radicales nos llaman racistas          ,Negativo
       Un estado de derecho Como te veo muy defensor de la ley te pregunto La constitución dice que el sueldo debe permitir tener a cada persona una vida digna sin importar sexualidad creencia o procedencia También dice que los españoles tenemos derecho a tener una vivienda digna,Positivo
Puigdemont  Te vamo a meté en prisión Puigdemont Te vamo a meté en prisión  Y Junquera lo mira y se desespera y Junquera lo mira y se desespera  ¡¡Venga ahora todos juntos   Y a Trapero que va a ser tu compañero  ,Negativo
Em 2017 a turma politicamente correta atacou Donald Trump por simplesmente ter denunciado atrocidades de radicais islâmicos mostrando vídeos no twitter  Agora guardadas as proporções faz o mesmo contra Bolsonaro  A esquerda adora culpar o mensageiro nunca o autor do crime,Neutral
Jordi Pujol era un antifranquista que era banquero en tiempos de Franco    Artur Mas era un progresista que aplicaba recortes sin querer   Puigdemont es un tío que cerraba los contendores para que los pobres no cogieran comida desde el anarquismo  ,Negativo
El director de TV3 Vicent Sanchis quiere dejar su puesto porque con 109000 euros al año se siente mal pagado Y de propina ningunea a los no independentistas «Mienten como animales cuando dicen que estamos al servicio del Govern» Sí será eso  ,Negativo
    El independentismo ha crecido por la cobardía de los gobiernos españoles,Negativo
Junqueras sobre el 20S  Se cantó el Virolai no creo que eso sea tumultuoso      ,Positivo
 Amigos de Puigdemont  un FUGADO DE LA JUSTICIA que les ha deja do plantados y disfruta de un casoplón pagando nosotros,Negativo
Después de tumbar los presupuestos que Podemos defendía nueva zancadilla de ERC a Podemos y suma una vez más sus votos con PP y Ciudadanos para que haya un debate sobre Venezuela Todos los demás grupos en contra  ,Negativo
Rectificar es de sabios Hoy si un ¡Viva a la guardia civil muy GRANDE por desmarcarse de sectarismo que excluyen a la mayoría de los españoles GRACIAS Y aprovecho para pedir  merecida y que debemos apoyar todos  ,Negativo
Os tendría que dar vergüenza que vuestros políticos corruptos y robacremas con másteres obtenidos en circunstancias sospechosas sienten en el banquillo de acusados a políticos de la talla de nuestro govern legítimo encarcelado  Puta envidia es lo que tenéis,Positivo
  Me referia a las del 1O esos que usaron las pelotas de goma prohibidas y repartieron lo que les dió la gana para impedir un referéndum,Positivo
  La otra solución es Catalunya y la palabra  golpista  El comodin ideal del encefalograma plano de los fachas,Positivo
 No eso se llama por un lado coaccion y por otro es fascismo puro y duro de manual,Negativo
RT  Oye  ¿En serio habéis votado junto con los independentistas que quieren romper España  ¿EN SERIO  ¿EN SERI…,Positivo
El cantante Adam Lambert será el encargado de poner la voz en uno de los grandes números de la noche ,Neutral
 Silvestre Dangond y Baute estarán en el Venezuela Aid Liv    ,Neutral
El brutal Tango de la cárcel del Polònia dedicado a los presos políticos ,Positivo
  Pues que apliquen un 155 a Andalucía a ver si le llueven las inversiones y la ayudan un poquito a salir palante coño que hay que recoger la aceituna  Ya basta de ayudar siempre a Catalunya no No son independientes Pues que se larguen y cada uno con lo suyo  Oh wait,Positivo
Entrevista hoy en el diario económico líder de Colombia           ,Negativo
 por querer compartir tus virtudes innumerables no solo con los catalanes k echaremos d menos tus cartelitos y tu capacidad para el debate y el contraste sereno d ideas nancypruces la montapollos k nos dejes con carrizosa es todo un detalle ay falangito rivera,Positivo
Solamente tengo palabras de gratitud para Millo Gracias por contar la verdad  Ya va siendo hora que los sediciosos sepan que las bromas de mal gusto tienen un precio elevado    ,Negativo
  A todos estos que ponen el grito en el cielo porque a los ilegales se les expulse de España que es lo legal no les hemos oído pronunciarse en contra de que a los catalanes constitucionalistas nos quieran expulsar de nuestra región Hipócritas,Negativo
 Quiero reconciliarme con los indepes Os dedico este maravilloso vídeo de confraternizacion camaradería y utilización de los medios comunes para hacer llegar un mensaje que llegue hondo Va por vosotros ,Negativo
 URGENTE OJO con ésto Por favor lee el hilo COMPLETO por favor y no lo dejéis pasar Nuestra democracia está en juego Más vale prevenir que lamentar  ,Negativo
           Eres un crack Javi Lo mismo te cruzas a nado el estrecho para plantar la bandera de España en Gibraltar que hundes a los progres y separatistas en las televisiones que empapelas a los golpistas en los juzgado que te curras una mudanza  Que tío mas grande  ,Negativo
 BRUTAL  Ayer durante el  dijeron que los Mossos se emplearon a fondo para evitar el referéndum ilegalse emplearon tan a fondo que dejaron su credibilidad a la altura de la suela de los zapatos   ,Negativo
Todos diciendo con quien no van a gobernar Cs pej que no pactará con el PSOE  Lo que QUEREMOS SABER es para qué gobernarán  Van a reformar la Constitución en qué Van a cambiar la Ley Electoral cómo Van a combatir el separatismo cómo  Esto y no milongas,Negativo
  Ha llegado el momento de traer a Puigdemont a España El cachondeo no puede ser eterno,Negativo
 Tanto Trapote como Gozalo reiteran lo que ya sabemos repitiendo en cada frase machaconamente los términos  violencia  o  extrema violencia  Solo Gozalo ha habla de 5 bajas sin especificar,Positivo
RT   Grupos de independentistas boicotean la conexión informativa de una periodista de Antena 3   ,Negativo
